HashEncode_0,HashEncode_1,HashEncode_2,HashEncode_3,HashEncode_4,HashEncode_5,HashEncode_6,HashEncode_7,companyid,Round_trip,ProfitMargin(%),Scaled_gross_log,Scaled_Distance_log,Scaled_FlightTime_log,Country_France,Country_Germany,Country_Italy,Country_Monaco,Country_Other,Country_Sweden,Country_Switzerland,Country_Turkey,Country_United Kingdom,Country_United States,Product_Tour Ops,passengersRange_1,passengersRange_2,passengersRange_3,categ_aircraft,categ_0,categ_1,categ_2,categ_3,categ_4,categ_5,Class
0,0,0,1,0,0,0,1,3744,1,1,0.4269543374977689,0.4797944845469521,0.4634403883393059,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,1428.5714289999999,1
0,0,0,0,2,0,0,0,3583,1,1,0.8145181425123266,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,15816.64696,0.0,0
0,0,0,0,2,0,0,0,3583,1,0,0.8058514368102498,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,14988.691859999999,0.0,0
0,0,0,0,2,0,0,0,2871,1,2,0.4693682800722501,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1858.565063,0.0,0.0,0.0,0.0,0.0,2
0,0,0,0,2,0,0,0,3583,1,1,0.8262036055808216,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,17005.857790000002,0.0,0
0,0,0,0,2,0,0,0,3583,1,0,0.833390653547122,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,17781.2625,0.0,0
0,0,0,0,2,0,0,0,3583,1,0,0.8351436153537185,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,17975.69105,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8784390942596628,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,23514.54209,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8038670405543069,0.8841674007674871,0.8668025315965979,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,14805.298780000001,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8608259051997742,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,21080.521109999998,0.0,0
0,0,0,0,1,1,0,0,2425,0,1,0.3106509853098881,0.33985262660887844,0.3266342529527879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,694.2982139999997,2
0,0,0,0,2,0,0,0,3583,1,1,0.8423051957624043,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,18792.34723,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8547926502404358,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,20306.07353,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8205018905174071,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,16414.83125,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8838118281466306,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,24311.52899,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8557428680352901,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,20426.13155,0.0,0
0,0,0,0,1,0,1,0,2317,1,2,0.571228627012239,0.482969748572409,0.4634403883393059,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3496.3903920000002,0.0,0.0,0.0,0.0,1
0,0,0,0,2,0,0,0,3583,1,1,0.8964345094645813,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,26291.8739,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8635559447892154,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,21440.59746,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8598331482791614,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,20951.08695,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8340003964401635,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,17848.652019999998,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8363102879798517,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,18106.26862,0.0,0
0,0,0,0,2,0,0,0,3583,1,1,0.8675584482879404,0.8841674007674871,0.8609119488046849,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,21979.65246,0.0,0
0,0,0,0,1,0,1,0,2027,1,2,0.5242816244597446,0.4203441787937272,0.4189173936367839,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2612.94756,0.0,0.0,0.0,0.0,0.0,0
1,0,0,0,1,0,0,0,3401,1,1,0.2877555600546753,0.35375356688908605,0.3364487294958568,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,602.363912,0
0,1,0,0,1,0,0,0,262,1,0,0.6277528952546861,0.7198023873508856,0.6964252682073212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,4964.930254999998,0.0,0
0,0,0,1,1,0,0,0,3640,1,3,0.8392563649766372,0.5046353059397033,0.4839612129663905,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,18440.24,0
0,0,0,1,1,0,0,0,3640,1,3,0.8392563649766372,0.5359412077046046,0.5120597625270021,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,18440.24,0
0,0,0,1,1,0,0,0,3640,1,3,0.8392563649766372,0.5046353059397033,0.4839612129663905,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,18440.24,0
0,0,0,1,1,0,0,0,3640,1,3,0.8370816298178345,0.6181178502602085,0.4675367678244802,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,18193.12,0
0,0,0,1,1,0,0,0,3640,1,3,0.8370816298178345,0.6228628570145773,0.5943388804721798,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,18193.12,0
0,0,0,1,1,0,0,0,3640,1,3,0.8370816298178345,0.5359412077046046,0.5120597625270021,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,18193.12,0
0,0,0,1,1,0,0,0,3640,1,3,0.922169346914696,0.5046353059397033,0.5307254862284885,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,30843.16,0
0,0,0,1,1,0,0,0,3640,1,3,0.922169346914696,0.6181178502602085,0.5903350825063721,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,30843.16,0
0,0,0,1,1,0,0,0,3640,1,3,0.922169346914696,0.6181178502602085,0.5903350825063721,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,30843.16,0
0,0,0,1,1,0,0,0,3640,1,3,0.922169346914696,0.5359412077046046,0.5120597625270021,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,30843.16,0
0,0,0,1,1,0,0,0,3640,1,3,0.922169346914696,0.5046353059397033,0.4839612129663905,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,30843.16,0
0,0,0,1,1,0,0,0,3640,1,3,0.7733128077194938,0.5359412077046046,0.5120597625270021,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,12248.84,0
0,0,0,1,1,0,0,0,3640,1,3,0.7733128077194938,0.5046353059397033,0.4839612129663905,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,12248.84,0
0,0,0,1,1,0,0,0,162,1,2,0.6986309990633155,0.6473991222438596,0.6298673100072925,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0.0,0.0,0.0,0.0,7706.903114,0.0,0
0,0,0,1,1,0,0,0,162,1,2,0.6986309990633155,0.6473991222438596,0.6298673100072925,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0.0,0.0,0.0,0.0,7706.903114,0.0,0
0,1,0,0,1,0,0,0,3293,1,2,0.5085097099217719,0.4973740052359956,0.5120597625270021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369.389464,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,1,1,0,0,2425,0,1,0.31509069155050023,0.23272433850638324,0.24559662936378404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,713.687254,2
0,0,0,0,1,0,1,0,3300,1,2,0.4647706751000919,0.4530847871076354,0.4759392598224875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1806.3023640000001,0.0,0.0,0.0,0.0,2
1,0,0,0,1,0,0,0,2361,1,4,0.8867525782323323,0.3921025947795884,0.3962098097672551,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,24759.138590000002,0.0,0.0,0.0,0.0,1
1,0,0,0,1,0,0,0,3058,1,2,0.4872817034647293,0.4276448262787916,0.4675367678244802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2077.0257149999998,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,1,0,0,0,2915,1,3,0.5786379693892698,0.5229980540192801,0.4985669762432936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3660.858105,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2433978899017077,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,457.45265700000004,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2878874924493033,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,602.857142,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.30765648045986266,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,681.518986,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.21398999287048506,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,381.164557,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.07509186348279287,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,161.019892,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2198635336889348,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,395.3098,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2308275575674548,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,423.13400700000005,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2863242734110588,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,597.038905,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.27183085349829506,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,545.698848,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2845212105090825,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,590.3976809999998,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2336008052297384,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,430.47693499999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.20064763094687812,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,350.88452,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.2402856959077611,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,448.70506900000004,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.23091838017533745,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,423.372489,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.1824106534489393,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,313.3490290000001,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.15612716655493938,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,266.202912,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.16999442415187546,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,290.11843700000014,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,0,0.08766226548922451,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,174.079625,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2955,1,1,0.3451289731901645,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,859.884318,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,1,0,2509,0,3,0.783275435441729,0.6328027364964217,0.6159735016949921,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,13029.78506,0.0,0.0,0.0,0.0,0
0,1,0,1,0,0,0,0,262,1,4,0.721946761879359,0.4203229868020731,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,8906.34506,0
1,0,0,1,0,0,0,0,2468,0,1,0.4627318416614642,0.3752660235139595,0.37534330596782106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,1783.5990199999999,0.0,0.0,0
0,0,0,2,0,0,0,0,3657,1,3,0.64253201959897,0.5692967090964457,0.5630256679682311,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5441.673996,0.0,0.0,0.0,0.0,0
0,0,1,1,0,0,0,0,308,0,3,0.4790437128939992,0.43858579848640455,0.4675367678244802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1973.541532,0.0,0.0,0.0,0.0,0.0,1
0,0,0,1,0,0,0,1,307,1,1,0.3894389151960207,0.3535607199972871,0.3447384531425881,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1131.942133,0.0,0.0,0.0,0.0,2
0,0,0,0,2,0,0,0,2871,1,1,0.330951568858859,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,787.484245,0.0,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.12087025051329255,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,213.904616,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.1429232321133832,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,245.26606600000002,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.10775605068069682,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,197.190774,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.13386543397103834,0.6169778632452918,0.5923482918937106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,231.863857,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.24493590433032456,0.5920245527981817,0.5630256679682311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,461.838383,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.2660598865214616,0.5920245527981817,0.5630256679682311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,526.5072200000002,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.2621124958227521,0.5920245527981817,0.5630256679682311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,513.770168,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.2582048132720358,0.5920245527981817,0.5630256679682311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,501.464763,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.23698568672195755,0.5920245527981817,0.5630256679682311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,439.61223099999995,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.25145326696984904,0.5968933218881485,0.5702577137294087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,480.894425,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.23774669047765065,0.5968933218881485,0.5702577137294087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,441.69261500000016,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.22777078317202484,0.5968933218881485,0.5702577137294087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,415.18539599999997,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.21038243411941826,0.5968933218881485,0.5702577137294087,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,372.72856,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,3926,1,0,0.2311875652513744,0.6119506501447989,0.5945861387392821,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,424.080105,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,3926,1,1,0.4376401863081793,0.6119506501447989,0.5945861387392821,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1526.485992,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,3926,1,0,0.2285436432316436,0.6119506501447989,0.5945861387392821,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,417.180869,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.10946592163209608,0.6353198161240302,0.6101863369965831,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,199.293665,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,3926,1,0,0.14403307143864558,0.6266568714174576,0.5987375745043796,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,246.960618,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,1,0.2493087595994141,0.4071287010557892,0.4079271715465964,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,474.538879,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,1,0.31975805449419,0.5009907748042711,0.4981416206497131,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,734.6546099999997,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,0,0.2036147458007865,0.5009907748042711,0.4981416206497131,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,357.403253,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,1,0.3983432731091512,0.5045802260504909,0.5015162087685651,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1196.231463,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,2,0.4213486412393739,0.4682530425662566,0.4670298704268158,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1379.744091,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,2,0.4186132425259428,0.4563618798620197,0.4629216163152571,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1356.527377,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,2,0.42098252975212463,0.4563618798620197,0.4629216163152571,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1376.613833,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,2,0.4237351825365117,0.4563618798620197,0.4629216163152571,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1400.324208,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,1,0.3748105259707164,0.5021148705369043,0.5793732038319112,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1033.739194,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,1,0.286596208650358,0.4277763704675171,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,598.0469870000003,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,0,0.2351618016005161,0.467535071060212,0.4494325676346799,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,434.666006,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,1,0.29581763738703576,0.4277763704675171,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,633.257855,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,1,0.2801861523964233,0.4277763704675171,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,574.7311070000002,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,1,0.409029561566912,0.4682530425662566,0.4670298704268158,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1278.224886,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,1,0.2776422832663883,0.4277763704675171,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,565.732022,0.0,0.0,0.0,0.0,2
0,0,0,2,0,0,0,0,2026,1,2,0.5048481993963527,0.5062194771710689,0.5052373366468557,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,2316.174371,0.0,0.0,0.0,0.0,2
0,0,0,1,1,0,0,0,2026,1,2,0.3534850819286155,0.4277763704675171,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,905.636416,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,1,0,310,1,4,0.5605364017070272,0.3410846381728263,0.4189173936367839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3271.9893,0.0,0.0,0.0,0.0,1
0,0,0,0,2,0,0,0,2104,0,3,0.5348654443100253,0.3820509745183684,0.3611628982844984,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,2790.272768,0.0,0.0,0.0,0.0,0
1,0,0,1,0,0,0,0,3999,0,4,0.6590965421273149,0.19168895802075564,0.2961190789548919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6030.624439,0.0,0.0,0.0,0.0,0.0,2
1,0,0,0,1,0,0,0,3772,1,1,0.4475073703391741,0.3916874804108401,0.4021653460043031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1622.848429,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,1,0,4088,1,2,0.3049035948054823,0.3333127890232785,0.3820294020839325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,669.978497,0.0,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,1,0,3574,1,2,0.5800723819666997,0.5996034879639752,0.6067595276482824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3693.581031,0.0,0.0,0.0,0.0,0
1,0,0,0,1,0,0,0,2218,0,3,0.6760309358709501,0.565737528191298,0.5526909068322186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,6698.670099,0
0,0,0,2,0,0,0,0,3178,1,2,0.42888866635598827,0.3850112472212093,0.42989259215032655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445.817972,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,1,0,1,0,2196,0,0,0.5265897923124839,0.6694538472130516,0.6348580772088942,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2650.632913,0.0,0.0,0.0,0.0,1
0,0,0,0,1,0,1,0,3602,1,3,0.7705577011677129,0.2182714537216535,0.2125863844706009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12041.258590000001,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,1,1,0,0,3034,1,1,0.504795332810841,0.4321109472605498,0.4354389396414272,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2315.414845,0.0,0.0,0.0,0.0,2
0,0,0,1,0,1,0,0,319,0,2,0.5165251711165993,0.3768254140114897,0.3447384531425881,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,2490.190062,0.0,0.0,0.0,0.0,1
0,0,0,0,2,0,0,0,2285,1,1,0.5149917833187749,0.5482591645482172,0.5307254862284885,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,2466.613429,0.0,0.0,0.0,0.0,2
1,0,0,0,1,0,0,0,2916,1,1,0.3959976968025994,0.4867592216586011,0.4911932587275681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1178.950413,1
1,0,0,0,1,0,0,0,3236,1,3,0.5171313184291677,0.4949112959398366,0.5182494058607149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,2499.57192,0
0,0,0,0,1,0,0,1,2809,1,1,0.5181336374148774,0.6545214816265507,0.6429384590824911,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,2515.163277,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,0,1,2809,1,1,0.5254712676001873,0.6545214816265507,0.6429384590824911,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,2632.303415,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,0,1,2809,1,1,0.5258228373760397,0.6545214816265507,0.6429384590824911,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,2638.0509620000007,0.0,0.0,0.0,0.0,2
0,0,0,0,1,0,0,1,2809,1,4,0.7320830433648556,0.6545214816265507,0.6429384590824911,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,9484.396072,0.0,0.0,0.0,0.0,2
