enqid,Contactid,ownerid,companyid,Enquiry No.,Job Status,industrycode,Industry,Office Country Code,Product,booked date,creation date,Flight date,Flight Year,Route code,Aircraft code,no of sectors,passengers,Total Flight Time (Dec),Total Distance (NMi),gross,Cost,Country,Round_trip
8138,4955,13,3890,EN196875,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/16/2015,3/13/2015,10/8/2015,2015,LGW/CFU/LGW,"A319,A320-200,A321,A321-200,B737-300,B737-400,B737-800,E195",2,150,6,2177.98,12168,12168,United Kingdom,1
8138,4955,13,3890,EN196875,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/16/2015,3/13/2015,10/8/2015,2015,MAN/CHQ/MAN,"A319,A320-200,A321,A321-200,B737-300,B737-400,B737-800,E195",2,148,8.16,3082.64,12168,12168,United Kingdom,1
8138,4955,13,3890,EN196875,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/16/2015,3/13/2015,10/10/2015,2015,LGW/KVA/LGW,"A319,A320-200,A321,A321-200,B737-300,B737-400,B737-800,E195",2,189,6.83,2387.44,12168,12168,United Kingdom,1
8139,5931,3,2888,EN196876,Closed,OPERATOR,Aircraft Operator,FR,CJ - Adhoc,3/13/2015,3/13/2015,4/11/2015,2015,MXP/BIA/CDG/BIA/MXP,B737-400,4,168,5,1345.46,734.921214,36272.92901,France,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/23/2014,2014,LHR/ATH/LHR,"A319,A320-200,A321,B737-300,B737-400",2,168,6.83,2618.2,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/1/2015,2015,LGW/PDL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,165,7.17,2691.74,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/3/2015,2015,BRS/CFU/BRS,"A319,A320-200,A321,B737-300,B737-400",2,220,6,2355.18,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/3/2015,2015,MAN/CFU/MAN,"A319,A320-200,A321,B737-300,B737-400",2,220,6.16,2448.56,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/8/2015,2015,LGW/CFU/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6,2177.98,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/8/2015,2015,LGW/PDL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,165,7.17,2691.74,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/10/2015,2015,MAN/CFU/MAN,"A319,A320-200,A321,B737-300,B737-400",2,220,6.16,2448.56,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/15/2015,2015,LGW/PDL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,165,7.17,2691.74,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/16/2015,2015,MAN/PVK/MAN,"A319,A320-200,A321,B737-300,B737-400",2,168,7,2561.26,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/17/2015,2015,MAN/CFU/MAN,"A319,A320-200,A321,B737-300,B737-400",2,220,6.16,2448.56,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/18/2015,2015,LGW/CHQ/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,7.5,2811.36,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/20/2015,2015,LGW/SMI/LXS/LGW,"A319,A320-200,A321,B737-300,B737-400",3,150,7.83,2809.36,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/21/2015,2015,LGW/JSI/SKG/LGW,"A319,A320-200,A321,B737-300,B737-400",3,150,4.01,1394.33,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/21/2015,2015,LGW/JSI/VOL/LGW,"A319,A320-200,A321,B737-300,B737-400",3,180,6.84,2457.25,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/22/2015,2015,LGW/EFL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6.5,2345.88,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/22/2015,2015,LGW/PDL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,165,7.17,2691.74,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/22/2015,2015,MAN/EFL/MAN,"A319,A320-200,A321,B737-300,B737-400",2,148,7,2620.78,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/23/2015,2015,LGW/PVK/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6.33,2290.96,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/24/2015,2015,LGW/CFU/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6,2177.98,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/24/2015,2015,MAN/CFU/MAN,"A319,A320-200,A321,B737-300,B737-400",2,220,6.16,2448.56,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/25/2015,2015,LGW/CHQ/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,7.5,2811.36,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/25/2015,2015,MAN/CHQ/MAN,"A319,A320-200,A321,B737-300,B737-400",2,148,8.16,3082.64,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/27/2015,2015,LGW/SMI/LXS/LGW,"A319,A320-200,A321,B737-300,B737-400",3,150,7.83,2809.36,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/28/2015,2015,LGW/JSI/SKG/LGW,"A319,A320-200,A321,B737-300,B737-400",3,150,6.92,2461.78,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/29/2015,2015,LGW/EFL/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6.5,2345.88,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/29/2015,2015,MAN/EFL/MAN,"A319,A320-200,A321,B737-300,B737-400",2,148,7,2620.78,2850,2850,United Kingdom,1
8140,4955,13,3890,EN196877,Invoiced,TOUR,Tour Operators,UK,Tour Ops,3/13/2015,3/13/2015,10/30/2015,2015,LGW/PVK/LGW,"A319,A320-200,A321,B737-300,B737-400",2,150,6.33,2290.96,2850,2850,United Kingdom,1
8147,5144,181,3350,EN196898,Closed,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,3/30/2015,3/16/2015,10/19/2015,2015,TXL/HAM/ARN/HAM/TXL,"B737-800,BAE146-2",4,189,4.66,1160.58,28769.71739,151376.4826,Germany,1
8147,5144,181,3350,EN196898,Closed,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,3/30/2015,3/16/2015,10/20/2015,2015,CGN/ARN/CGN,"B737-800,BAE146-2",2,,4.66,1282.36,28769.71739,151376.4826,Germany,1
8147,5144,181,3350,EN196898,Closed,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,3/30/2015,3/16/2015,10/20/2015,2015,FRA/ARN/FRA,"B737-800,BAE146-2",2,90,4.66,1319.78,28769.71739,151376.4826,Germany,1
8147,5144,181,3350,EN196898,Closed,CAR,Car / Motor-related Co s,DE,CJ - Adhoc,3/30/2015,3/16/2015,10/21/2015,2015,MUC/ARN/MUC,"B737-800,BAE146-2",2,189,4.66,1421.44,28769.71739,151376.4826,Germany,1
8150,4858,8,2871,EN196907,Closed,MANU,Manufacturing,IT,CJ - Adhoc,3/16/2015,3/16/2015,3/24/2015,2015,TRN/BWE/TRN,E145,2,50,3.16,884.14,2152.769334,24171.42433,Italy,1
8151,6005,24,2915,EN196909,Closed,TRAV,Travel Agents,AT,CJ - Adhoc,6/30/2015,3/16/2015,10/24/2015,2015,BTS/KLU/MAD/KLU,B737-400,3,168,4.84,1718.18,7936.740372,46741.83629,Austria,0
8155,4123,27,2576,EN196916,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,3/25/2015,3/16/2015,5/28/2015,2015,BOD/ETZ/BOD,"E145,E170,FK50-100",2,76,3,756.88,6519.643672,67078.80997,France,1
8155,4123,27,2576,EN196916,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,3/25/2015,3/16/2015,5/28/2015,2015,TLS/ETZ/TLS,"E145,E170,FK50-100",2,50,2.84,759.22,6519.643672,67078.80997,France,1
8155,4123,27,2576,EN196916,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,3/25/2015,3/16/2015,6/2/2015,2015,ANR/CFR/ETZ/CFR/ANR,"E145,E170,FK50-100",4,50,2.66,526.9,6519.643672,67078.80997,France,1
8155,4123,27,2576,EN196916,Closed,TRAV,Travel Agents,FR,CJ - Adhoc,3/25/2015,3/16/2015,6/2/2015,2015,MRS/ETZ/MRS,"E145,E170,FK50-100",2,50,3,670.88,6519.643672,67078.80997,France,1
8162,572,7,2317,EN196936,Closed,CONF,"Conference, Incentive, etc",FR,CJ - Adhoc,4/10/2015,3/16/2015,9/25/2015,2015,CDG/BLQ/CDG,A320,2,180,2.92,897.2,1040.953199,50941.78082,France,1
8167,194,61,4059,EN196956,Closed,SPORT,Sports Teams & Tour Organisers,SE,CJ - Adhoc,4/10/2015,3/16/2015,4/12/2015,2015,SGD/VXO/SFT/VXO,ATR72,3,48,4.42,994.94,647.583144,23833.4399,Sweden,0
8174,5164,60,3401,EN196986,Closed,CHARITY,Charities and foundations,IT,CJ - Adhoc,3/20/2015,3/17/2015,6/15/2015,2015,CIA/TBS,"A320-200,B737-300,B737-400",1,148,3.83,1440.2,21147.79875,153390.4431,Italy,0
8174,5164,60,3401,EN196986,Closed,CHARITY,Charities and foundations,IT,CJ - Adhoc,3/20/2015,3/17/2015,6/17/2015,2015,FCO/TBS/VNO BRU/VNO/WAW/KIV OTP/SOF,"A320-200,B737-300,B737-400",6,180,9.59,3371.92,21147.79875,153390.4431,Italy,0
8174,5164,60,3401,EN196986,Closed,CHARITY,Charities and foundations,IT,CJ - Adhoc,3/20/2015,3/17/2015,6/18/2015,2015,VNO/WAW/KIV,"A320-200,B737-300,B737-400",2,168,2.42,654.93,21147.79875,153390.4431,Italy,0
8176,3878,40,3337,EN197013,Invoiced,OPERATOR,Aircraft Operator,UK,CJ - Adhoc,3/17/2015,3/17/2015,9/11/2015,2015,MIA/BMG/MIA,B737-800,2,172,4.84,1722.56,4829.377805,4650.416933,United Kingdom,1
8177,5476,45,3359,EN197015,Invoiced,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,3/17/2015,3/17/2015,4/1/2015,2015,BRU/YYC/HAJ/BRU,A330-200,3,330,8.75,3965.83,20296.36964,345113.34,United Kingdom,1
8177,5476,45,3359,EN197015,Invoiced,GOVT,Government Ministries & Agenci,UK,CJ - Adhoc,3/17/2015,3/17/2015,4/6/2015,2015,ORN/HAJ/YYC/BRU,A330-200,3,330,9.42,3965.83,20296.36964,345113.34,United Kingdom,0
8181,4656,7,2581,EN197031,Closed,CAR,Car / Motor-related Co s,FR,CJ - Adhoc,4/1/2015,3/17/2015,4/27/2015,2015,NTE/EIN/NTE,E145,2,49,2.66,751.34,2177.967327,19372.56036,France,1
8190,3642,35,2782,EN197058,Closed,TRAV,Travel Agents,DE,CJ - Adhoc,3/18/2015,3/18/2015,11/14/2015,2015,CGN/MXP/CGN,FK100,2,100,2.5,638.88,3188.2146,28474.05453,Germany,1
8191,6162,154,2967,EN197062,Closed,OPERATOR,Aircraft Operator,UK,Other,3/18/2015,3/18/2015,4/2/2015,2015,XXX/XXX,,1,,,,720.409192,720.409192,United Kingdom,1
8192,6162,154,2967,EN197063,Closed,OPERATOR,Aircraft Operator,UK,Other,3/18/2015,3/18/2015,4/7/2015,2015,XXX/XXX,,1,,,,720.409192,720.409192,United Kingdom,1
8195,553,61,330,EN197092,Closed,SPORT,Sports Teams & Tour Organisers,UK,CJ - Adhoc,3/20/2015,3/19/2015,3/20/2015,2015,SRP/ORB/VXO/ORB,ATR42,3,44,1.84,277.54,1422.463768,18405.7971,United Kingdom,0
