Accountid,enqid,product,brokercountry,owner,qtq_firstflightdate,Grossprofit
837,7501,CJ,Italy,SKOSEK,2019-05-10 00:00:00,1930.998794
720,7502,CJ,Italy,EMEAZZ,2018-11-10 00:00:00,3649.669166
33,7503,CJ,Italy,CLEGRO,2018-10-18 00:00:00,5594.255339
720,7504,CJ,Italy,EMEAZZ,2018-12-07 00:00:00,3084.243919
223,7505,CJ,France,CBOUGE,2018-12-27 00:00:00,2883.600635
223,7506,CJ,France,CBOUGE,2019-02-21 00:00:00,-9043.786512
223,7507,CJ,France,CBOUGE,2019-04-18 00:00:00,941.505063
223,7508,CJ,France,CBOUGE,2019-06-13 00:00:00,937.390171
33,7509,CJ,Italy,CLEGRO,2018-10-22 00:00:00,1715.062987
293,7510,Tour Ops,Italy,ABETTO,2018-11-01 00:00:00,38835.403613
583,7511,Tour Ops,France,TELFAS,2018-10-20 00:00:00,0.0
396,7512,CJ,Austria,MTRULL,2018-11-26 00:00:00,1860.423468
560,7513,CJ,Austria,MCERNA,2018-11-03 00:00:00,2205.558006
564,7514,CJ,France,KRIGHI,2019-06-24 00:00:00,19031.431057
529,7515,CJ,USA,SMOORE,2018-11-15 00:00:00,37435.158591
807,7516,CJ,Germany,ASEYLE,2019-01-03 00:00:00,4694.430473
813,7517,CJ,Germany,IMUTLU,2018-12-01 00:00:00,317.236517
540,7518,Tour Ops,France,TELFAS,2018-11-11 00:00:00,2417.229821
540,7519,Tour Ops,France,TELFAS,2018-11-18 00:00:00,2242.44376
540,7520,Tour Ops,France,TELFAS,2018-11-24 00:00:00,3591.583588
280,7521,CJ,USA,JSILVA,2018-10-26 00:00:00,8463.782424
540,7522,Tour Ops,France,TELFAS,2018-11-17 00:00:00,1922.681961
33,7523,CJ,Italy,CLEGRO,2018-10-29 00:00:00,1415.625842
514,7524,CJ,France,ALAUNA,2019-05-16 00:00:00,16853.544939
200,7525,CJ,Italy,DROSA,2019-06-09 00:00:00,18855.711189
519,7526,CJ,Italy,EMEAZZ,2018-12-25 00:00:00,1321.818823
802,7527,CJ,Italy,EMEAZZ,2018-12-07 00:00:00,1762.425098
566,7528,CJ,USA,JSILVA,2019-05-02 00:00:00,6135.323562
273,7529,CJ,Germany,ASEYLE,2018-12-31 00:00:00,2555.516391
812,7530,CJ,France,KRIGHI,2019-01-21 00:00:00,6717.121814
273,7531,CJ,Germany,ASEYLE,2019-04-07 00:00:00,33456.989854
637,7532,CJ,Italy,ALONGH,2018-11-09 00:00:00,3259.567711
523,7533,Tour Ops,Italy,SKOSEK,2018-12-23 00:00:00,5184.6669
523,7534,Tour Ops,Italy,SKOSEK,2018-12-27 00:00:00,2500.15862
523,7535,Tour Ops,Italy,SKOSEK,2018-12-30 00:00:00,2335.195631
523,7536,Tour Ops,Italy,SKOSEK,2019-01-02 00:00:00,2080.291054
523,7537,Tour Ops,Italy,SKOSEK,2019-01-06 00:00:00,5496.730148
293,7538,Tour Ops,Italy,ABETTO,2018-12-01 00:00:00,19598.167073
501,7539,Tour Ops,Italy,ABETTO,2018-12-23 00:00:00,-181.573845
501,7540,Tour Ops,Italy,ABETTO,2018-12-30 00:00:00,549.982376
501,7541,Tour Ops,Italy,ABETTO,2019-01-06 00:00:00,-1678.80884
831,7542,Tour Ops,Italy,ABETTO,2018-12-23 00:00:00,-55.904124
329,7543,CJ,France,CBOUGE,2019-04-02 00:00:00,6397.374293
831,7544,Tour Ops,Italy,ABETTO,2018-12-30 00:00:00,66.822349
831,7545,Tour Ops,Italy,ABETTO,2019-01-06 00:00:00,239.813152
671,7546,CJ,USA,SMOORE,2019-01-07 00:00:00,59899.289773
383,7547,CJ,Austria,BEGGER,2019-05-17 00:00:00,2520.959118
563,7548,Tour Ops,Italy,ABETTO,2018-12-23 00:00:00,-52.758195
563,7549,Tour Ops,Italy,ABETTO,2018-12-30 00:00:00,205.578075
563,7550,Tour Ops,Italy,ABETTO,2019-01-06 00:00:00,-502.479339
671,7551,CJ,USA,SMOORE,2019-02-04 00:00:00,58887.572682
396,7552,CJ,Austria,MTRULL,2019-01-30 00:00:00,60309.019044
671,7553,CJ,USA,SMOORE,2019-03-04 00:00:00,49593.761268
296,7554,CJ,France,CBOUGE,2019-03-22 00:00:00,1527.583801
540,7555,Tour Ops,France,TELFAS,2018-12-15 00:00:00,1909.146985
637,7556,CJ,Italy,ALONGH,2018-12-10 00:00:00,4210.081072
396,7557,CJ,Austria,MTRULL,2019-01-22 00:00:00,8018.235717
564,7558,CJ,France,KRIGHI,2019-07-05 00:00:00,13325.465401
637,7559,CJ,Italy,ALONGH,2018-12-15 00:00:00,2399.013044
637,7560,CJ,Italy,ALONGH,2018-12-02 00:00:00,3176.180826
637,7561,CJ,Italy,ALONGH,2018-12-25 00:00:00,2259.455412
528,7562,CJ,Italy,CLEGRO,2018-11-27 00:00:00,3578.297308
651,7563,CJ,Italy,CLEGRO,2018-12-15 00:00:00,2227.467396
194,7564,CJ,Austria,MCERNA,2019-03-13 00:00:00,6344.273744
793,7565,Tour Ops,Germany,CJUDIC,2019-04-03 00:00:00,23053.380812
793,7566,Tour Ops,Germany,CJUDIC,2019-05-02 00:00:00,7561.238573
531,7567,Tour Ops,Austria,BEGGER,2019-06-02 00:00:00,11087.429319
793,7568,Tour Ops,Germany,CJUDIC,2019-02-15 00:00:00,68940.670923
540,7569,Tour Ops,France,TELFAS,2018-12-22 00:00:00,2277.017976
540,7570,Tour Ops,France,TELFAS,2018-12-29 00:00:00,3028.40148
540,7571,Tour Ops,France,TELFAS,2019-01-05 00:00:00,2672.044557
540,7572,Tour Ops,France,TELFAS,2018-12-23 00:00:00,1788.685232
540,7573,Tour Ops,France,TELFAS,2018-12-30 00:00:00,2321.72189
540,7574,Tour Ops,France,TELFAS,2019-01-13 00:00:00,2407.321235
540,7575,Tour Ops,France,TELFAS,2019-01-06 00:00:00,2495.75997
540,7576,Tour Ops,France,TELFAS,2019-01-19 00:00:00,2765.639597
540,7577,Tour Ops,France,TELFAS,2019-01-26 00:00:00,2044.933524
540,7578,Tour Ops,France,TELFAS,2019-01-20 00:00:00,2331.881062
540,7579,Tour Ops,France,TELFAS,2019-01-27 00:00:00,1606.18038
767,7580,Tour Ops,France,TELFAS,2018-12-22 00:00:00,5531.353544
639,7581,CJ,USA,SMOORE,2018-11-19 00:00:00,10801.727977
639,7582,CJ,USA,SMOORE,2018-11-19 00:00:00,84655.932725
639,7583,CJ,USA,SMOORE,2018-11-20 00:00:00,29744.259273
33,7584,CJ,Italy,CLEGRO,2018-11-26 00:00:00,7763.564181
793,7585,Tour Ops,Germany,CJUDIC,2019-03-01 00:00:00,10608.807612
663,7586,CJ,Italy,CLEGRO,2018-12-22 00:00:00,1762.425097
639,7587,CJ,USA,SMOORE,2018-11-19 00:00:00,30714.998848
639,7588,CJ,USA,SMOORE,2018-12-04 00:00:00,39188.309171
639,7589,CJ,USA,SMOORE,2018-11-20 00:00:00,19583.749328
399,7590,Tour Ops,France,KRIGHI,2019-02-06 00:00:00,2774.190122
633,7591,Tour Ops,Austria,BEGGER,2019-04-30 00:00:00,5016.964135
633,7592,Tour Ops,Austria,BEGGER,2019-05-07 00:00:00,3713.989996
633,7593,Tour Ops,Austria,BEGGER,2019-05-14 00:00:00,3717.957565
633,7594,Tour Ops,Austria,BEGGER,2019-05-21 00:00:00,3559.737796
633,7595,Tour Ops,Austria,BEGGER,2019-05-28 00:00:00,894.661033
633,7596,Tour Ops,Austria,BEGGER,2019-06-04 00:00:00,5245.837323
8,7597,Tour Ops,United Kingdom,EGREEN,2018-11-06 00:00:00,-333.16
263,7598,Tour Ops,Italy,SKOSEK,2019-03-13 00:00:00,1534.20042
767,7599,Tour Ops,France,TELFAS,2018-12-22 00:00:00,4588.808603
594,7600,CJ,Germany,IMUTLU,2019-04-14 00:00:00,7962.931184
33,7601,CJ,Italy,CLEGRO,2018-11-27 00:00:00,1143.775916
793,7602,Tour Ops,Germany,CJUDIC,2019-04-16 00:00:00,17885.49854
793,7603,Tour Ops,Germany,CJUDIC,2019-05-07 00:00:00,18000.940141
33,7604,CJ,Italy,CLEGRO,2018-11-26 00:00:00,3970.004411
396,7605,CJ,Austria,MTRULL,2019-02-27 00:00:00,60631.085147
396,7606,CJ,Austria,MTRULL,2019-04-10 00:00:00,63597.563068
793,7607,Tour Ops,Germany,CJUDIC,2019-04-26 00:00:00,17826.351466
501,7608,Tour Ops,Italy,ABETTO,2018-12-23 00:00:00,-1653.410291
501,7609,Tour Ops,Italy,ABETTO,2018-12-30 00:00:00,-1384.437786
501,7610,Tour Ops,Italy,ABETTO,2019-01-06 00:00:00,-2489.337046
84,7611,CJ,France,SFEILL,2019-01-31 00:00:00,9932.806324
793,7612,Tour Ops,Germany,CJUDIC,2019-04-26 00:00:00,19735.71306
26,7613,CJ,Italy,CLEGRO,2019-02-04 00:00:00,7007.788989
833,7614,CJ,USA,SMOORE,2018-12-04 00:00:00,271.338863
399,7615,CJ,France,FRUDA,2018-11-30 00:00:00,3314.512571
745,7616,Tour Ops,United Kingdom,AMURR,2019-03-01 00:00:00,51800.0
745,7617,Tour Ops,United Kingdom,AMURR,2019-03-15 00:00:00,31535.74
745,7618,Tour Ops,United Kingdom,AMURR,2019-03-01 00:00:00,35011.747258
745,7619,Tour Ops,United Kingdom,AMURR,2019-03-15 00:00:00,27543.84
33,7620,CJ,Italy,CLEGRO,2018-12-05 00:00:00,440.606274
251,7621,CJ,Italy,CLEGRO,2019-05-03 00:00:00,3411.333448
566,7622,CJ,USA,JSILVA,2019-05-24 00:00:00,3450.913697
396,7623,CJ,Austria,MTRULL,2019-02-04 00:00:00,12797.043724
624,7624,Tour Ops,France,TELFAS,2019-04-04 00:00:00,4874.892741
512,7625,Tour Ops,France,TELFAS,2019-04-18 00:00:00,1298.026428
540,7626,Tour Ops,France,TELFAS,2019-02-03 00:00:00,2864.250313
540,7627,Tour Ops,France,TELFAS,2019-02-10 00:00:00,3055.310675
540,7628,Tour Ops,France,TELFAS,2019-02-17 00:00:00,3004.850417
540,7629,Tour Ops,France,TELFAS,2019-02-24 00:00:00,3165.294743
540,7630,Tour Ops,France,TELFAS,2019-03-03 00:00:00,2797.171789
540,7631,Tour Ops,France,TELFAS,2019-03-10 00:00:00,3059.270252
540,7632,Tour Ops,France,TELFAS,2019-03-17 00:00:00,2839.167248
540,7633,Tour Ops,France,TELFAS,2019-03-24 00:00:00,3023.969972
540,7634,Tour Ops,France,TELFAS,2019-03-31 00:00:00,1591.995462
540,7635,Tour Ops,France,TELFAS,2019-04-07 00:00:00,2971.546253
540,7636,Tour Ops,France,TELFAS,2019-04-14 00:00:00,3048.335339
540,7637,Tour Ops,France,TELFAS,2019-04-21 00:00:00,3136.519651
540,7638,Tour Ops,France,TELFAS,2019-04-28 00:00:00,3178.247812
540,7639,Tour Ops,France,TELFAS,2019-05-05 00:00:00,2370.760739
540,7640,Tour Ops,France,TELFAS,2019-02-02 00:00:00,2487.829706
540,7641,Tour Ops,France,TELFAS,2019-02-09 00:00:00,3561.931315
540,7642,Tour Ops,France,TELFAS,2019-02-16 00:00:00,3280.801913
540,7643,Tour Ops,France,TELFAS,2019-02-23 00:00:00,3332.554436
540,7644,Tour Ops,France,TELFAS,2019-03-02 00:00:00,2938.23324
540,7645,Tour Ops,France,TELFAS,2019-03-30 00:00:00,3007.096718
540,7646,Tour Ops,France,TELFAS,2019-03-09 00:00:00,3470.312499
540,7647,Tour Ops,France,TELFAS,2019-03-16 00:00:00,3337.142107
540,7648,Tour Ops,France,TELFAS,2019-03-23 00:00:00,3513.259429
540,7649,Tour Ops,France,TELFAS,2019-04-06 00:00:00,5259.533208
540,7650,Tour Ops,France,TELFAS,2019-04-13 00:00:00,9736.176422
540,7651,Tour Ops,France,TELFAS,2019-04-20 00:00:00,11864.15823
540,7652,Tour Ops,France,TELFAS,2019-04-27 00:00:00,11900.034325
540,7653,Tour Ops,France,TELFAS,2019-05-04 00:00:00,3249.646365
624,7654,Tour Ops,France,TELFAS,2019-04-11 00:00:00,6876.420115
624,7655,Tour Ops,France,TELFAS,2019-04-18 00:00:00,11537.21469
364,7656,CJ,Austria,MTRULL,2019-03-22 00:00:00,19362.761873
448,7657,CJ,Italy,DROSA,2018-12-29 00:00:00,1321.818823
396,7658,CJ,Austria,MTRULL,2019-03-12 00:00:00,8545.21648
167,7659,CJ,Austria,BEGGER,2019-05-02 00:00:00,6831.956184
831,7660,Tour Ops,Italy,ABETTO,2018-12-23 00:00:00,794.853718
523,7661,Tour Ops,Italy,SKOSEK,2019-06-16 00:00:00,2699.565024
793,7662,Tour Ops,Germany,CJUDIC,2019-03-01 00:00:00,134807.472064
793,7663,Tour Ops,Germany,CJUDIC,2019-04-16 00:00:00,6444.139351
37,7664,CJ,France,ALAUNA,2019-04-02 00:00:00,4631.886047
793,7665,Tour Ops,Germany,CJUDIC,2019-04-28 00:00:00,5148.446885
367,7666,CJ,Italy,EMEAZZ,2019-01-13 00:00:00,898.311175
386,7667,CJ,USA,JSILVA,2019-03-14 00:00:00,10491.122897
399,7668,Tour Ops,France,FRUDA,2019-03-12 00:00:00,6526.449019
382,7669,Tour Ops,Austria,BEGGER,2019-05-02 00:00:00,16869.604973
793,7670,Tour Ops,Germany,CJUDIC,2019-05-30 00:00:00,1199.741246
793,7671,Tour Ops,Germany,CJUDIC,2019-06-09 00:00:00,4787.864293
153,7672,CJ,Italy,DROSA,2019-04-04 00:00:00,1125.450491
540,7673,Tour Ops,France,TELFAS,2019-04-12 00:00:00,6019.306677
540,7674,Tour Ops,France,TELFAS,2019-04-19 00:00:00,6416.32916
540,7675,Tour Ops,France,TELFAS,2019-04-26 00:00:00,6241.43642
540,7676,Tour Ops,France,TELFAS,2019-05-03 00:00:00,5878.092113
382,7677,Tour Ops,Austria,BEGGER,2019-06-03 00:00:00,1265.193572
293,7678,Tour Ops,Italy,ABETTO,2019-01-01 00:00:00,-37581.925983
776,7679,CJ,Austria,MCERNA,2019-06-18 00:00:00,15050.891694
33,7680,CJ,Italy,CLEGRO,2018-12-20 00:00:00,440.606275
287,7681,CJ,Germany,CJUDIC,2019-02-14 00:00:00,4253.907551
582,7682,CJ,Germany,SDROBJ,2019-03-11 00:00:00,12743.901035
793,7683,Tour Ops,Germany,CJUDIC,2019-04-27 00:00:00,26317.144328
337,7684,Tour Ops,Italy,SKOSEK,2019-05-03 00:00:00,2570.225978
403,7685,Tour Ops,Italy,SKOSEK,2019-07-16 00:00:00,72.86007
33,7686,CJ,Italy,DROSA,2018-12-27 00:00:00,2616.972154
223,7687,CJ,France,CBOUGE,2019-01-10 00:00:00,3748.383041
427,7688,CJ,Austria,MTRULL,2019-02-21 00:00:00,1681.713577
412,7689,CJ,Italy,EMEAZZ,2019-02-16 00:00:00,1327.668614
412,7690,CJ,Italy,EMEAZZ,2019-03-09 00:00:00,1309.357542
367,7691,CJ,Italy,EMEAZZ,2019-02-03 00:00:00,885.112409
412,7692,CJ,Italy,EMEAZZ,2019-01-18 00:00:00,898.311175
566,7693,CJ,USA,JSILVA,2019-02-18 00:00:00,5543.065354
33,7694,CJ,Italy,DROSA,2019-01-03 00:00:00,4600.592887
519,7695,CJ,Italy,DROSA,2019-01-07 00:00:00,4549.946102
625,7696,CJ,Austria,BEGGER,2019-05-16 00:00:00,1891.366223
688,7697,Tour Ops,France,TELFAS,2019-02-24 00:00:00,1297.043724
688,7698,Tour Ops,France,TELFAS,2019-03-03 00:00:00,1203.736032
688,7699,Tour Ops,France,TELFAS,2019-03-10 00:00:00,1203.736032
74,7700,CJ,Italy,DROSA,2019-01-19 00:00:00,1167.804529
693,7701,CJ,Italy,SKOSEK,2019-05-03 00:00:00,1489.270312
746,7702,CJ,United Kingdom,KJOKUB,2019-01-05 00:00:00,0.0
592,7703,CJ,Austria,BEGGER,2019-01-31 00:00:00,632.860224
488,7704,CJ,France,DHOPFG,2019-06-02 00:00:00,10634.722296
33,7705,CJ,Italy,CLEGRO,2019-01-10 00:00:00,1347.466762
353,7706,CJ,Germany,SDROBJ,2019-01-30 00:00:00,2118.803628
562,7707,Tour Ops,France,FRUDA,2019-04-18 00:00:00,1495.948657
501,7708,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,865.840054
501,7709,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,1389.926207
812,7710,Tour Ops,France,FRUDA,2019-01-21 00:00:00,7709.935307
298,7711,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,270.911274
298,7712,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,399.957097
637,7713,CJ,Italy,ALONGH,2019-02-13 00:00:00,2702.938002
293,7714,Tour Ops,Italy,ABETTO,2019-02-01 00:00:00,-97837.077362
293,7715,Tour Ops,Italy,ABETTO,2019-03-01 00:00:00,7822.57332
293,7716,Tour Ops,Italy,ABETTO,2019-04-01 00:00:00,161241.307693
293,7717,Tour Ops,Italy,ABETTO,2019-05-01 00:00:00,54096.498179
293,7718,Tour Ops,Italy,ABETTO,2019-06-01 00:00:00,-30376.320156
293,7719,Tour Ops,Italy,ABETTO,2019-07-01 00:00:00,-8784.902484
293,7720,Tour Ops,Italy,ABETTO,2019-08-01 00:00:00,90301.851822
269,7721,Tour Ops,Italy,ABETTO,2019-06-09 00:00:00,3297.903439
269,7722,Tour Ops,Italy,ABETTO,2019-06-16 00:00:00,2109.247504
269,7723,Tour Ops,Italy,ABETTO,2019-06-23 00:00:00,3372.3532
269,7724,Tour Ops,Italy,ABETTO,2019-06-30 00:00:00,7820.539367
269,7725,Tour Ops,Italy,ABETTO,2019-07-07 00:00:00,3685.276567
269,7726,Tour Ops,Italy,ABETTO,2019-07-14 00:00:00,3469.519908
269,7727,Tour Ops,Italy,ABETTO,2019-07-21 00:00:00,3469.519908
269,7728,Tour Ops,Italy,ABETTO,2019-07-28 00:00:00,3469.519908
269,7729,Tour Ops,Italy,ABETTO,2019-08-04 00:00:00,2686.947144
720,7730,CJ,Italy,EMEAZZ,2019-02-01 00:00:00,5310.674455
813,7731,CJ,Germany,SDROBJ,2019-02-12 00:00:00,176.13737
528,7732,CJ,Italy,CLEGRO,2019-06-13 00:00:00,-5002.174858
737,7733,CJ,Germany,SDROBJ,2019-04-01 00:00:00,2997.520171
33,7734,CJ,Italy,CLEGRO,2019-01-17 00:00:00,38178.224937
61,7735,CJ,Germany,ASEYLE,2019-02-21 00:00:00,6370.15401
735,7736,CJ,Germany,SDROBJ,2019-04-05 00:00:00,360.391282
749,7737,Tour Ops,Austria,BEGGER,2019-06-25 00:00:00,3862.548935
749,7738,Tour Ops,Austria,BEGGER,2019-07-02 00:00:00,5426.382829
533,7739,Tour Ops,Austria,BEGGER,2019-05-01 00:00:00,1811.281697
637,7740,CJ,Italy,ALONGH,2019-01-25 00:00:00,2935.815668
637,7741,CJ,Italy,ALONGH,2019-01-28 00:00:00,3333.120735
376,7742,CJ,Germany,ASEYLE,2019-04-09 00:00:00,3834.691952
523,7743,Tour Ops,Italy,SKOSEK,2019-02-27 00:00:00,2962.789875
523,7744,Tour Ops,Italy,SKOSEK,2019-03-03 00:00:00,2807.454611
523,7745,Tour Ops,Italy,SKOSEK,2019-03-07 00:00:00,2457.629191
353,7746,Tour Ops,Italy,SKOSEK,2018-07-15 00:00:00,1882.431482
340,7747,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,89.75459
340,7748,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,153.372231
340,7749,Tour Ops,Italy,ABETTO,2019-05-05 00:00:00,-1236.51889
736,7750,CJ,Germany,SDROBJ,2019-04-03 00:00:00,4787.249017
33,7751,CJ,Italy,CLEGRO,2019-01-30 00:00:00,2338.566851
807,7752,CJ,Germany,CJUDIC,2019-05-19 00:00:00,-10927.652232
33,7753,CJ,Italy,CLEGRO,2019-01-24 00:00:00,1787.639238
793,7754,Tour Ops,Germany,CJUDIC,2019-07-18 00:00:00,6998.913334
694,7755,Tour Ops,Austria,BEGGER,2019-07-25 00:00:00,1956.577892
636,7756,Tour Ops,France,KRIGHI,2019-02-18 00:00:00,34987.741193
160,7757,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,2073.61421
419,7758,CJ,Italy,CLEGRO,2019-03-09 00:00:00,1533.711591
150,7759,CJ,Germany,ASEYLE,2019-05-17 00:00:00,5296.411942
160,7760,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,2068.560152
160,7761,Tour Ops,Italy,ABETTO,2019-05-05 00:00:00,2257.193375
85,7762,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,578.67685
523,7763,Tour Ops,Italy,SKOSEK,2019-06-23 00:00:00,2496.763807
523,7764,Tour Ops,Italy,SKOSEK,2019-06-30 00:00:00,2470.961284
523,7765,Tour Ops,Italy,SKOSEK,2019-07-07 00:00:00,2610.314419
523,7766,Tour Ops,Italy,SKOSEK,2019-07-14 00:00:00,2537.997682
523,7767,Tour Ops,Italy,SKOSEK,2019-07-21 00:00:00,2574.775095
523,7768,Tour Ops,Italy,SKOSEK,2019-07-28 00:00:00,2502.396007
523,7769,Tour Ops,Italy,SKOSEK,2019-08-04 00:00:00,2433.027686
357,7770,Tour Ops,Italy,ABETTO,2019-06-25 00:00:00,-11486.115702
638,7771,CJ,Italy,SKOSEK,2019-03-27 00:00:00,2630.062849
200,7772,CJ,Italy,DROSA,2019-06-09 00:00:00,5176.60722
142,7773,Tour Ops,Italy,DROSA,2019-08-02 00:00:00,0.0
837,7774,CJ,Italy,SKOSEK,2019-05-10 00:00:00,3363.463861
637,7775,CJ,Italy,ALONGH,2019-02-23 00:00:00,2694.830943
637,7776,CJ,Italy,ALONGH,2019-03-09 00:00:00,2466.393159
364,7777,CJ,Austria,MCERNA,2019-06-09 00:00:00,11537.085694
692,7778,CJ,France,CBOUGE,2019-05-13 00:00:00,0.0
448,7779,CJ,Italy,DROSA,2019-02-22 00:00:00,5310.674456
263,7780,Tour Ops,Italy,SKOSEK,2019-03-18 00:00:00,1429.678771
263,7781,Tour Ops,Italy,SKOSEK,2019-03-23 00:00:00,1311.443785
263,7782,Tour Ops,Italy,SKOSEK,2019-03-28 00:00:00,1313.189596
263,7783,Tour Ops,Italy,SKOSEK,2019-04-02 00:00:00,1287.111723
263,7784,Tour Ops,Italy,SKOSEK,2019-04-07 00:00:00,1287.111724
263,7785,Tour Ops,Italy,SKOSEK,2019-04-12 00:00:00,396.430409
263,7786,Tour Ops,Italy,SKOSEK,2019-04-17 00:00:00,396.430409
33,7787,CJ,Italy,CLEGRO,2019-02-09 00:00:00,8882.10303
47,7788,CJ,Italy,ALONGH,2019-05-04 00:00:00,9890.969467
412,7789,CJ,Italy,EMEAZZ,2019-02-16 00:00:00,3203.735173
357,7790,CJ,Germany,IMUTLU,2019-01-31 00:00:00,39674.496945
652,7791,Tour Ops,Austria,BEGGER,2019-07-18 00:00:00,1202.458359
136,7792,CJ,USA,JSILVA,2019-03-31 00:00:00,28542.248868
792,7793,Tour Ops,Austria,BEGGER,2019-05-05 00:00:00,1463.688117
531,7794,Tour Ops,Austria,BEGGER,2019-05-25 00:00:00,3046.222186
531,7795,Tour Ops,Austria,BEGGER,2019-06-01 00:00:00,868.568944
531,7796,Tour Ops,Austria,BEGGER,2019-06-08 00:00:00,569.325793
531,7797,Tour Ops,Austria,BEGGER,2019-06-15 00:00:00,614.632448
531,7798,Tour Ops,Austria,BEGGER,2019-06-22 00:00:00,614.632448
531,7799,Tour Ops,Austria,BEGGER,2019-06-29 00:00:00,3203.592866
531,7800,Tour Ops,Austria,BEGGER,2019-07-06 00:00:00,591.947983
531,7801,Tour Ops,Austria,BEGGER,2019-07-13 00:00:00,591.947983
531,7802,Tour Ops,Austria,BEGGER,2019-07-20 00:00:00,591.947983
531,7803,Tour Ops,Austria,BEGGER,2019-07-27 00:00:00,3250.13806
531,7804,Tour Ops,Austria,BEGGER,2019-08-03 00:00:00,1010.904351
300,7805,CJ,Italy,DROSA,2019-03-05 00:00:00,2622.206704
47,7806,CJ,Italy,ALONGH,2019-05-24 00:00:00,4251.242026
396,7807,CJ,Austria,MTRULL,2019-04-15 00:00:00,24382.186374
33,7808,CJ,Italy,DROSA,2019-02-11 00:00:00,1770.224818
396,7809,CJ,Austria,MTRULL,2019-03-19 00:00:00,4655.464385
340,7810,Tour Ops,Italy,ABETTO,2019-04-21 00:00:00,-168.534409
257,7811,Tour Ops,Austria,BEGGER,2019-06-14 00:00:00,-36.555019
257,7812,Tour Ops,Austria,BEGGER,2019-06-21 00:00:00,1016.789911
257,7813,Tour Ops,Austria,BEGGER,2019-06-28 00:00:00,1390.387127
257,7814,Tour Ops,Austria,BEGGER,2019-07-05 00:00:00,1582.435203
257,7815,Tour Ops,Austria,BEGGER,2019-07-12 00:00:00,1582.435203
257,7816,Tour Ops,Austria,BEGGER,2019-07-19 00:00:00,1582.435203
257,7817,Tour Ops,Austria,BEGGER,2019-07-26 00:00:00,-1582.435198
257,7818,Tour Ops,Austria,BEGGER,2019-08-02 00:00:00,798.543691
302,7819,CJ,France,DHOPFG,2019-05-26 00:00:00,9985.464022
357,7820,Tour Ops,Turkey,CCAG,2019-06-14 00:00:00,2212.92822
357,7821,Tour Ops,Turkey,CCAG,2019-07-19 00:00:00,2981.372713
793,7822,Tour Ops,Germany,CJUDIC,2019-03-03 00:00:00,8102.304469
291,7823,Tour Ops,Austria,BEGGER,2019-04-25 00:00:00,7648.875923
291,7824,Tour Ops,Austria,BEGGER,2019-05-11 00:00:00,5095.739176
291,7825,Tour Ops,Austria,BEGGER,2019-05-27 00:00:00,5241.504227
291,7826,Tour Ops,Austria,BEGGER,2019-06-12 00:00:00,5083.949544
291,7827,Tour Ops,Austria,BEGGER,2019-06-28 00:00:00,6082.644628
291,7828,Tour Ops,Austria,BEGGER,2019-07-15 00:00:00,5075.264986
291,7829,Tour Ops,Austria,BEGGER,2019-07-31 00:00:00,5920.548678
340,7830,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,-123.125108
340,7831,Tour Ops,Italy,ABETTO,2019-05-05 00:00:00,-2605.12334
85,7832,Tour Ops,Italy,ABETTO,2019-04-28 00:00:00,653.887079
85,7833,Tour Ops,Italy,ABETTO,2019-05-05 00:00:00,-1765.361393
815,7834,CJ,Germany,SDROBJ,2019-05-08 00:00:00,3296.317063
263,7835,Tour Ops,Italy,SKOSEK,2019-03-14 00:00:00,1418.688897
486,7836,CJ,Austria,MCERNA,2019-04-10 00:00:00,4248.378241
263,7837,Tour Ops,Italy,SKOSEK,2019-03-19 00:00:00,1225.488827
263,7838,Tour Ops,Italy,SKOSEK,2019-03-24 00:00:00,1225.488827
263,7839,Tour Ops,Italy,SKOSEK,2019-03-29 00:00:00,1223.743017
263,7840,Tour Ops,Italy,SKOSEK,2019-04-03 00:00:00,1108.63223
263,7841,Tour Ops,Italy,SKOSEK,2019-04-08 00:00:00,1201.304273
263,7842,Tour Ops,Italy,SKOSEK,2019-04-13 00:00:00,1203.020421
263,7843,Tour Ops,Italy,SKOSEK,2019-04-18 00:00:00,2273.820148
33,7844,CJ,Italy,CLEGRO,2019-02-19 00:00:00,10032.74916
263,7845,Tour Ops,Italy,SKOSEK,2019-03-15 00:00:00,1201.134777
263,7846,Tour Ops,Italy,SKOSEK,2019-03-20 00:00:00,1093.331007
263,7847,Tour Ops,Italy,SKOSEK,2019-03-25 00:00:00,1093.331007
263,7848,Tour Ops,Italy,SKOSEK,2019-03-30 00:00:00,1093.331007
263,7849,Tour Ops,Italy,SKOSEK,2019-04-04 00:00:00,1315.050627
263,7850,Tour Ops,Italy,SKOSEK,2019-04-09 00:00:00,1074.309249
263,7851,Tour Ops,Italy,SKOSEK,2019-04-14 00:00:00,1072.593101
