HashEncode_0,HashEncode_1,HashEncode_2,HashEncode_3,HashEncode_4,HashEncode_5,HashEncode_6,HashEncode_7,companyid,Round_trip,ProfitMargin(%),Scaled_gross_log,Scaled_Distance_log,Scaled_FlightTime_log,Country_France,Country_Germany,Country_Italy,Country_Monaco,Country_Other,Country_Sweden,Country_Switzerland,Country_Turkey,Country_United Kingdom,Country_United States,Product_Tour Ops,passengersRange_1,passengersRange_2,passengersRange_3,categ_aircraft,categ_0,categ_1,categ_2,categ_3,categ_4,categ_5
0,0,0,0,1,1,0,0,576,1,1,0.5911626711503579,0.35951410627056396,0.3683949440456761,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3956.654942,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,1,0,0,3494,1,2,0.4548301134342153,0.4518120437110096,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1698.273422,0.0,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,2871,1,1,0.31331934220470625,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,705.887347,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1,1,0,3114,1,3,0.6637182088759817,0.6145158101821935,0.6228460441872444,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,6206.038018,0.0,0.0,0.0
0,0,0,0,2,0,0,0,3848,1,3,0.5156462483976616,0.37517051410884583,0.45924704417774886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2476.648741,0.0,0.0,0.0
0,0,0,0,1,0,1,0,3017,1,0,0.39741244663012537,0.6003410505249365,0.5747359431850554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1189.343482,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2687,1,4,0.37416926814641677,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1029.634872,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3046,1,1,0.4405344710586661,0.5657785376642503,0.5423804765268984,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1554.142688,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3955,0,0,0.3232204756691369,0.49451713583757045,0.5052373366468557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,750.605951,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3046,1,1,0.4503894578907882,0.5657785376642503,0.5423804765268984,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1652.125988,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3046,1,2,0.46397547564918734,0.5657785376642503,0.5423804765268984,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,1797.413279,0.0,0.0,0.0,0.0
0,0,0,2,0,0,0,0,3046,1,2,0.5136442719852204,0.5770124858270775,0.5606476387113046,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,2446.0790850000008,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2093,0,4,0.6644073605503829,0.4927879209684202,0.47975958078725944,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,6232.628078,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3210,1,1,0.47946512754865683,0.5714713662507322,0.5526909068322186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1978.707897,0.0,0.0,0.0,0.0
0,1,0,0,1,0,0,0,3449,1,2,0.8921430969422383,0.8183110153845848,0.7997681033673264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,25601.13358,0.0
0,0,0,1,1,0,0,0,3449,1,2,0.8921430969422383,0.8183110153845848,0.7997681033673264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,25601.13358,0.0
0,0,0,1,1,0,0,0,2165,1,2,0.5145005791082295,0.36297783053046057,0.37534330596782106,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,2459.108217,0.0,0.0,0.0,0.0
0,0,0,0,1,1,0,0,3833,1,3,0.6974901737798738,0.4655630548662931,0.47545587474873213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.0,7652.55,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2687,1,4,0.37416926814641677,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1029.634872,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2687,1,4,0.2703353984874908,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,540.659496,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2160,0,4,0.7017153468998452,0.42340640919763584,0.41419283312632466,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,7855.793378,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,3479,0,2,0.4295665507737515,0.438944655312229,0.5120597625270021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1451.911154
0,0,0,2,0,0,0,0,548,0,1,0.3001168190539691,0.3013891870650293,0.33538469915249297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,650.375036,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,3999,1,1,0.2915839407831862,0.42814008355685357,0.5056460116138274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,616.841727
1,0,0,1,0,0,0,0,3999,0,0,0.24990781350439292,0.41722006554305724,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,476.305756
1,0,0,0,1,0,0,0,3036,1,3,0.47756933433297216,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1955.5722,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,3036,1,3,0.41977485597029657,0.5579658804746547,0.5307254862284885,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1366.338469,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0,0,2441,0,1,0.29673004380572676,0.43286521942633865,0.4402273532863391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,636.852533,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,195,1,4,0.7133599237706753,0.4529811270732404,0.4675367678244802,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0,8444.307011,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2993,1,4,0.11474585556520042,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,205.929806,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2993,1,4,0.07540797065191158,0.5486988699936131,0.5120597625270021,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,161.335975,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,3036,1,0,0.23139606002215213,0.5832200395157758,0.5750121092887127,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,424.628995,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3778,1,0,0.2160346175919295,0.5832200395157758,0.5750121092887127,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,386.030251,0.0,0.0,0.0,0.0
0,0,0,0,1,1,0,0,3741,0,1,0.3089495696966564,0.28315173667200627,0.44717571520848404,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,687.00821,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,1,0,0,3741,0,1,0.3089495696966564,0.28315173667200627,0.2851288568647044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,687.00821,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0,0,2862,0,1,0.3701220267074251,0.43757289283710804,0.4402273532863391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1004.104163
0,0,0,1,0,1,0,0,3399,0,1,0.41717368750477024,0.38087848309815797,0.39620980976725506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1344.46646,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,3036,0,4,0.22310506248563444,0.5628186863138324,0.5420484042279459,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,403.339937,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,4032,0,0,0.221764737646826,0.516249051501738,0.5182494058607149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.0,400.0,0.0,0.0,0.0
0,0,0,0,1,0,1,0,3574,1,2,0.6676718767588152,0.6137022594454284,0.5903350825063721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,6360.141706,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,3423,1,3,0.5700532412186187,0.5066180273729762,0.5019335482303996,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,3470.987729,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2166,1,0,0.4057020756461962,0.5714713662507322,0.5476106872078019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1252.108689,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2121,1,2,0.3673522603790978,0.2542217246902669,0.3174290386044471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.997815,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,1,0,587,1,4,0.7149736200386333,0.4487006184359066,0.4305174976293703,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,0.0,8529.268645999999
0,0,0,0,1,1,0,0,3479,0,1,0.3539523318332326,0.4325513711493167,0.5056460116138274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,908.265437
1,0,0,1,0,0,0,0,3365,0,3,0.5526114317342511,0.1687647406274975,0.19463072392255504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0.0,3115.011415
1,0,0,1,0,0,0,0,3365,0,3,0.5526114317342511,0.1687647406274975,0.2125863844706009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,0.0,3115.011415
0,0,0,0,2,0,0,0,3479,0,2,0.40522232520611756,0.3673390020719448,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1248.3875779999996
0,0,0,0,1,0,0,1,2809,1,0,0.32504118592709447,0.5269114841265096,0.5120597625270021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,759.132421
0,0,0,0,1,0,0,1,2809,1,0,0.3290805018876226,0.5269114841265096,0.5120597625270021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,778.396118
0,0,0,0,1,0,0,1,2809,1,0,0.31276907994276876,0.5269114841265096,0.5120597625270021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,703.4817360000002
0,0,0,0,1,0,0,1,2809,1,0,0.302649216891641,0.5269114841265096,0.5120597625270021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,660.6735160000002
0,0,0,1,0,1,0,0,2862,0,1,0.36696540232485114,0.22002149155376674,0.2308247001972994,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,984.631851,0.0,0.0
0,1,0,0,1,0,0,0,3947,1,1,0.31967048192825614,0.47871504400667036,0.4634403883393059,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,734.25559,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,458,1,2,0.560198422003518,0.6099373758760765,0.5987375745043796,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,3265.135860000001,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,2871,1,0,0.2696984860761792,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,538.5273980000002,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3479,0,0,0.20273315355631644,0.5202039997809442,0.586238703021198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,355.453855
0,0,0,1,1,0,0,0,3479,0,1,0.3050621260982463,0.5124801871549862,0.5815141425107387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,670.6377480000001
1,0,0,0,1,0,0,0,2367,1,2,0.4675529071671425,0.48565826260617506,0.4675367678244802,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1837.750769,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,593,1,3,0.7373850818760127,0.5810566556464235,0.6139915734094601,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,9801.554403,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,593,1,3,0.7373850818760127,0.4700961400936722,0.5423804765268984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9801.554403,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0,0,594,0,0,0.2504599142135855,0.5202039997809442,0.586238703021198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,477.939972
0,0,0,0,1,0,0,1,2809,1,2,0.5698325433706908,0.6754585432858693,0.6635121700783315,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,3466.238586,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2809,1,2,0.5723763949812969,0.6754585432858693,0.6635121700783315,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,3521.375573,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2809,1,2,0.5695230232864809,0.6754585432858693,0.6635121700783315,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,3459.589044,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2809,1,2,0.5650072260067515,0.6754585432858693,0.6635121700783315,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,3364.01256,0.0,0.0,0.0,0.0
0,1,0,0,1,0,0,0,3947,1,1,0.3329778064325967,0.47871504400667036,0.4634403883393059,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,797.445776,0.0,0.0,0.0,0.0
0,1,0,0,1,0,0,0,3947,1,3,0.5162834346889046,0.47871504400667036,0.4634403883393059,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,2486.458331,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2165,1,0,0.3193776514623981,0.5245749248241238,0.5056460116138274,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,732.922896,0.0
0,0,0,1,1,0,0,0,0,0,4,0.990092380118457,0.1612885650123711,0.24559662936378404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,47007.13393,0.0,0.0,0.0
0,0,0,1,1,0,0,0,0,0,4,0.990092380118457,0.5436669261916418,0.5052373366468557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,47007.13393,0.0,0.0,0.0
0,0,0,0,1,0,0,1,2166,1,4,0.7007376941106018,0.5242718623707882,0.5363058064520982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,7808.290528,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2915,1,1,0.3548331154788714,0.495551068056436,0.5772060756515537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,913.242011,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2915,1,1,0.3548331154788714,0.495551068056436,0.5653721992217638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,913.242011,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2915,1,1,0.3548331154788714,0.495551068056436,0.5653721992217638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,913.242011,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2915,0,4,0.6145291346968376,0.4472616958020944,0.5120597625270021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,4573.87612,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,3989,1,0,0.31504168836107854,0.49951535251186835,0.47545587474873213,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,713.47032,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,2871,1,3,0.5144610060581539,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2458.504567,0.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,548,0,2,0.35229463428849467,0.2778009524144638,0.2592310874020405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,898.9726029999998,0.0,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,2200,1,4,0.79232949032931,0.479700908563126,0.494701502469222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,13782.61343,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2782,0,2,0.5394325673201013,0.5730040029247258,0.5630256679682311,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2870.4623300000007,0.0,0.0,0.0,0.0
0,0,0,0,1,0,1,0,4194,1,3,0.7791734800612802,0.47791249224810045,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,12702.3876,0.0
0,0,0,0,2,0,0,0,2177,0,1,0.3992661501162845,0.3926678466288585,0.38284769693193527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.0,1203.1,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2367,1,1,0.24345235840746615,0.3752660235139595,0.39620980976725506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,457.607263,0.0,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,433,0,1,0.7795946519575045,0.6153139634286262,0.5796422403598803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,12735.62091,0.0
0,0,0,1,1,0,0,0,433,0,1,0.5330299179124809,0.6127584785076331,0.5772060756515537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,2758.67923,0.0
1,0,0,0,1,0,0,0,3035,1,3,0.4363092799098413,0.37522108500976314,0.4544077609696616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513.934077,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2218,0,1,0.6255624732939739,0.6538344758330443,0.6177167927074717,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,4897.917912,0.0
1,0,0,0,1,0,0,0,2782,1,1,0.4939572990183387,0.4096268604606472,0.41891739363678393,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2164.850541,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,2782,1,1,0.4569357233852853,0.4156392085415504,0.4402273532863391,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1720.6033100000002,0.0,0.0,0.0,0.0
0,0,0,0,1,0,1,0,3148,1,1,0.5409201252007999,0.5898005956171217,0.5653721992217638,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2897.075253,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,3036,1,4,0.464328631053957,0.5579658804746547,0.5307254862284885,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1801.355591,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,3036,1,3,0.4692398447406999,0.5712783381000427,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1857.08476,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2385,0,3,0.6508540760896984,0.5326866952657349,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0,5730.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,1,0,2385,0,3,0.6508540760896984,0.5326866952657349,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0,5730.0,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2385,0,3,0.6508540760896984,0.5326866952657349,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0,5730.0,0.0,0.0,0.0,0.0
0,0,0,1,0,0,1,0,2385,0,3,0.6508540760896984,0.5326866952657349,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0,5730.0,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3039,1,4,0.6579197703097198,0.6214543056125164,0.5943388804721798,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.0,5986.758082,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,4014,1,4,0.7336326464985787,0.6630551428803438,0.6280356513287476,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,9576.014057,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2367,0,4,0.5311781697239489,0.14702106697618,0.17464781556884845,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2727.168948,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2026,1,0,0.17213865364553796,0.54842681382719,0.5249636606861952,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,294.003515,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,3972,0,4,0.6974702348860833,0.5206802462216196,0.4951351881683464,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,7651.603454000001,0.0,0.0,0.0,0.0
0,0,0,2,0,0,0,0,2417,0,4,0.7451879375572692,0.4590150000671009,0.42989259215032655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,10287.69724
0,0,0,0,1,0,1,0,3573,1,0,0.46176518323599075,0.5780483786174435,0.5554857845629241,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1772.934777,0.0,0.0,0.0,0.0
1,0,0,0,1,0,0,0,136,1,1,0.3760217295945565,0.544342243175436,0.5182494058607149,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1041.536098,0.0,0.0,0.0,0.0,0.0
0,0,0,2,0,0,0,0,2534,0,4,0.579638281922428,0.30512325705036814,0.2851288568647044,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.0,3683.64726,0.0,0.0,0.0,0.0
0,1,0,1,0,0,0,0,620,0,3,0.9966687293730921,0.8417075714471145,0.8312516069157981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,48964.6234,0.0
0,0,0,1,1,0,0,0,19,1,3,0.6732245132767463,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,6583.051468
0,0,0,1,1,0,0,0,19,1,3,0.6732245132767463,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,6583.051468
0,0,0,1,1,0,0,0,19,1,3,0.6732245132767463,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,6583.051468
0,0,0,1,1,0,0,0,19,1,3,0.6732245132767463,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,6583.051468
0,0,0,1,1,0,0,0,19,1,3,0.6732245132767463,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,6583.051468
0,1,0,1,0,0,0,0,2607,0,1,0.7093474188529845,0.7009793224372396,0.678284099244816,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,8236.697755,0.0
0,1,0,0,1,0,0,0,3449,0,2,0.7910917013865785,0.6869419839109123,0.6731259959032697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,13677.18127,0.0
0,0,0,1,1,0,0,0,3449,0,2,0.7910917013865785,0.6869419839109123,0.6731259959032697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,13677.18127,0.0
0,0,0,2,0,0,0,0,2026,1,2,0.5079567634806004,0.5002361106971873,0.4981416206497131,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,2361.275442,0.0,0.0,0.0,0.0
0,0,0,1,1,0,0,0,2417,0,4,0.7307763122092615,0.48060513234243035,0.47154056579028775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,9407.819115
0,0,0,1,0,0,0,1,418,1,4,0.20521538838155168,0.5561645146185377,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,360.97,0.0,0.0,0.0,0.0,0.0
0,0,0,0,2,0,0,0,2871,1,1,0.320100220687677,0.4455275174436052,0.4494325676346799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,736.2157530000002,0.0,0.0,0.0,0.0,0.0
0,0,0,2,0,0,0,0,2687,1,4,0.4946075711402201,0.5658801616975009,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,2173.601602,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,3036,1,4,0.5881052428618027,0.5658801616975009,0.5393691770651432,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0,3882.313068,0.0,0.0,0.0,0.0
1,0,0,0,0,0,1,0,2326,1,3,0.9078381429036724,0.6360605681361604,0.736346432241231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,28219.30605
0,1,0,1,0,0,0,0,3359,0,1,0.747218938436225,0.6766288164270221,0.6230565736471015,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,10418.14258,0.0
0,0,0,0,1,0,1,0,627,1,0,0.2665162545239168,0.30437288406501095,0.33538469915249297,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,528.0,0.0,0.0,0.0,0.0
0,0,0,0,1,1,0,0,3494,0,3,0.4534691337366945,0.3144518924209875,0.3077191829474783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1683.994729,0.0,0.0,0.0,0.0,0.0
0,0,0,1,0,1,0,0,3494,0,3,0.4534691337366945,0.3144518924209875,0.3077191829474783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1683.994729,0.0,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,2218,0,2,0.7387579113191899,0.5710057227289784,0.5476106872078019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,9885.389063,0.0
1,0,0,0,1,0,0,0,2218,1,2,0.7533709902765899,0.5005895002405981,0.4911932587275681,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0,0.0,0.0,0.0,10823.45109,0.0
0,0,0,1,1,0,0,0,19,1,4,0.4269371507396619,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,1428.419117
0,0,0,1,1,0,0,0,19,1,4,0.4269371507396619,0.6025118357051946,0.6027939521591343,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,1428.419117
