Flight date,Accountid,enqid,product,brokercountry,owner,Grossprofit
2017-08-10 00:00:00,696,3498,Tour Ops,United Kingdom,EGREEN,314.54406800000004
2017-08-10 00:00:00,696,3499,Tour Ops,United Kingdom,EGREEN,133.644068
2017-08-19 00:00:00,696,3500,Tour Ops,United Kingdom,EGREEN,314.54406800000004
2017-08-19 00:00:00,696,3501,Tour Ops,United Kingdom,EGREEN,133.644068
2017-08-28 00:00:00,696,3502,Tour Ops,United Kingdom,EGREEN,409.04406800000004
2017-08-28 00:00:00,696,3503,Tour Ops,United Kingdom,EGREEN,133.644068
2017-09-07 00:00:00,696,3504,Tour Ops,United Kingdom,EGREEN,315.54406800000004
2017-09-07 00:00:00,696,3505,Tour Ops,United Kingdom,EGREEN,133.644068
2017-09-18 00:00:00,696,3506,Tour Ops,United Kingdom,EGREEN,181.9
2017-09-28 00:00:00,696,3507,Tour Ops,United Kingdom,EGREEN,318.54406800000004
2017-06-05 00:00:00,540,3508,Tour Ops,France,TELFAS,868.214867
2017-06-12 00:00:00,540,3509,Tour Ops,France,TELFAS,1078.119923
2017-06-19 00:00:00,540,3510,Tour Ops,France,TELFAS,960.354119
2017-06-26 00:00:00,540,3511,Tour Ops,France,TELFAS,1123.146011
2017-07-03 00:00:00,540,3512,Tour Ops,France,TELFAS,1235.741246
2017-07-10 00:00:00,540,3513,Tour Ops,France,TELFAS,1249.960502
2017-07-17 00:00:00,540,3514,Tour Ops,France,TELFAS,1270.3414380000002
2017-07-24 00:00:00,540,3515,Tour Ops,France,TELFAS,1220.819802
2017-07-31 00:00:00,540,3516,Tour Ops,France,TELFAS,1327.903098
2017-08-07 00:00:00,540,3517,Tour Ops,France,TELFAS,1319.9574619999999
2017-08-14 00:00:00,540,3518,Tour Ops,France,TELFAS,1209.0039
2017-08-21 00:00:00,540,3519,Tour Ops,France,TELFAS,1130.166608
2017-08-28 00:00:00,540,3520,Tour Ops,France,TELFAS,1265.331444
2017-09-04 00:00:00,540,3521,Tour Ops,France,TELFAS,1273.6688550000001
2017-09-11 00:00:00,540,3522,Tour Ops,France,TELFAS,1153.391686
2017-09-18 00:00:00,540,3523,Tour Ops,France,TELFAS,1217.104304
2017-09-25 00:00:00,540,3524,Tour Ops,France,TELFAS,1183.515683
2017-10-02 00:00:00,540,3525,Tour Ops,France,TELFAS,847.694926
2017-05-14 00:00:00,406,3526,CJ,United Kingdom,CGRANT,2072.766786
2017-05-28 00:00:00,406,3527,CJ,United Kingdom,CGRANT,6007.114784
2017-04-29 00:00:00,470,3528,CJ,Italy,SKOSEK,2789.858326
2017-07-09 00:00:00,406,3529,CJ,United Kingdom,CGRANT,2697.983156
2017-08-23 00:00:00,406,3530,CJ,United Kingdom,CGRANT,1930.862915
2017-05-16 00:00:00,399,3531,CJ,France,KRIGHI,6967.342758
2017-04-08 00:00:00,62,3532,Tour Ops,Austria,BEGGER,1904.371111
2018-04-03 00:00:00,633,3533,Tour Ops,Austria,BEGGER,10604.675345
2017-06-05 00:00:00,779,3534,Tour Ops,France,TELFAS,2131.930542
2017-06-12 00:00:00,779,3535,Tour Ops,France,TELFAS,181.951929
2017-06-19 00:00:00,779,3536,Tour Ops,France,TELFAS,283.072447
2017-06-26 00:00:00,779,3537,Tour Ops,France,TELFAS,183.13232299999999
2017-07-03 00:00:00,779,3538,Tour Ops,France,TELFAS,240.58632400000002
2017-07-10 00:00:00,779,3539,Tour Ops,France,TELFAS,319.582198
2017-07-17 00:00:00,779,3540,Tour Ops,France,TELFAS,477.11752699999994
2017-07-24 00:00:00,779,3541,Tour Ops,France,TELFAS,305.18739500000004
2017-07-31 00:00:00,779,3542,Tour Ops,France,TELFAS,210.44501
2017-08-07 00:00:00,779,3543,Tour Ops,France,TELFAS,208.08223999999998
2017-08-14 00:00:00,779,3544,Tour Ops,France,TELFAS,208.11768899999998
2017-08-21 00:00:00,779,3545,Tour Ops,France,TELFAS,415.526409
2017-08-28 00:00:00,779,3546,Tour Ops,France,TELFAS,157.993619
2017-09-04 00:00:00,779,3547,Tour Ops,France,TELFAS,213.63056400000002
2017-09-11 00:00:00,779,3548,Tour Ops,France,TELFAS,215.85521699999998
2017-09-18 00:00:00,779,3549,Tour Ops,France,TELFAS,208.087164
2017-09-25 00:00:00,779,3550,Tour Ops,France,TELFAS,259.892416
2017-10-02 00:00:00,779,3551,Tour Ops,France,TELFAS,499.23910199999995
2017-04-10 00:00:00,540,3552,Tour Ops,France,TELFAS,1713.7785079999999
2017-04-17 00:00:00,540,3553,Tour Ops,France,TELFAS,1857.7142390000001
2017-04-24 00:00:00,540,3554,Tour Ops,France,TELFAS,1885.729098
2017-05-01 00:00:00,540,3555,Tour Ops,France,TELFAS,1924.9827289999998
2017-05-08 00:00:00,540,3556,Tour Ops,France,TELFAS,1858.768145
2017-05-15 00:00:00,540,3557,Tour Ops,France,TELFAS,1849.464413
2017-05-22 00:00:00,540,3558,Tour Ops,France,TELFAS,1878.645477
2017-05-29 00:00:00,540,3559,Tour Ops,France,TELFAS,2175.794752
2017-06-05 00:00:00,540,3560,Tour Ops,France,TELFAS,234.282784
2017-06-12 00:00:00,540,3561,Tour Ops,France,TELFAS,2115.156961
2017-06-19 00:00:00,540,3562,Tour Ops,France,TELFAS,2332.24703
2017-06-26 00:00:00,540,3563,Tour Ops,France,TELFAS,2670.2677289999997
2017-07-03 00:00:00,540,3564,Tour Ops,France,TELFAS,2189.0107980000002
2017-07-10 00:00:00,540,3565,Tour Ops,France,TELFAS,2156.078295
2017-07-17 00:00:00,540,3566,Tour Ops,France,TELFAS,1966.8217339999999
2017-07-24 00:00:00,540,3567,Tour Ops,France,TELFAS,2150.68902
2017-07-31 00:00:00,540,3568,Tour Ops,France,TELFAS,2054.2965
2017-08-07 00:00:00,540,3569,Tour Ops,France,TELFAS,2130.494506
2017-08-14 00:00:00,540,3570,Tour Ops,France,TELFAS,2149.53031
2017-08-21 00:00:00,540,3571,Tour Ops,France,TELFAS,2128.048566
2017-08-28 00:00:00,540,3572,Tour Ops,France,TELFAS,2127.215526
2017-09-04 00:00:00,540,3573,Tour Ops,France,TELFAS,775.902629
2017-09-11 00:00:00,540,3574,Tour Ops,France,TELFAS,880.789573
2017-09-18 00:00:00,540,3575,Tour Ops,France,TELFAS,795.9245129999999
2017-09-25 00:00:00,540,3576,Tour Ops,France,TELFAS,756.3366179999999
2017-10-02 00:00:00,540,3577,Tour Ops,France,TELFAS,2599.946289
2017-07-13 00:00:00,688,3578,Tour Ops,France,TELFAS,1030.790836
2017-07-20 00:00:00,688,3579,Tour Ops,France,TELFAS,2357.482663
2017-07-27 00:00:00,688,3580,Tour Ops,France,TELFAS,1560.853155
2017-08-03 00:00:00,688,3581,Tour Ops,France,TELFAS,1286.9372560000002
2017-08-10 00:00:00,688,3582,Tour Ops,France,TELFAS,1831.070543
2017-08-17 00:00:00,688,3583,Tour Ops,France,TELFAS,1209.039348
2017-08-24 00:00:00,688,3584,Tour Ops,France,TELFAS,2072.562922
2017-08-31 00:00:00,688,3585,Tour Ops,France,TELFAS,3774.796172
2017-05-11 00:00:00,540,3586,Tour Ops,France,TELFAS,1118.3396699999998
2017-05-14 00:00:00,540,3587,Tour Ops,France,TELFAS,1744.7909489999997
2017-05-18 00:00:00,540,3588,Tour Ops,France,TELFAS,2011.351075
2017-05-21 00:00:00,540,3589,Tour Ops,France,TELFAS,3324.0670379999997
2017-05-25 00:00:00,540,3590,Tour Ops,France,TELFAS,1301.693161
2017-05-28 00:00:00,540,3591,Tour Ops,France,TELFAS,3094.4540469999997
2017-06-01 00:00:00,540,3592,Tour Ops,France,TELFAS,2733.718246
2017-06-04 00:00:00,540,3593,Tour Ops,France,TELFAS,2556.239843
2017-06-08 00:00:00,540,3594,Tour Ops,France,TELFAS,834.907192
2017-04-22 00:00:00,101,3595,Tour Ops,France,TELFAS,2948.159988
2017-04-29 00:00:00,101,3596,Tour Ops,France,TELFAS,2064.270907
2017-05-06 00:00:00,101,3597,Tour Ops,France,TELFAS,1064.210439
2017-05-13 00:00:00,101,3598,Tour Ops,France,TELFAS,1942.7263309999998
2017-05-20 00:00:00,101,3599,Tour Ops,France,TELFAS,1491.093644
2017-05-27 00:00:00,101,3600,Tour Ops,France,TELFAS,3748.2118170000003
2017-06-03 00:00:00,101,3601,Tour Ops,France,TELFAS,2473.8687879999998
2017-06-10 00:00:00,101,3602,Tour Ops,France,TELFAS,3051.389957
2017-06-17 00:00:00,101,3603,Tour Ops,France,TELFAS,3989.4705340000005
2017-06-24 00:00:00,101,3604,Tour Ops,France,TELFAS,2045.445215
2017-05-05 00:00:00,327,3605,Tour Ops,France,TELFAS,136.981688
2017-05-12 00:00:00,327,3606,Tour Ops,France,TELFAS,-1398.954734
2017-05-19 00:00:00,327,3607,Tour Ops,France,TELFAS,120.62025200000001
2017-05-26 00:00:00,327,3608,Tour Ops,France,TELFAS,135.685905
2017-06-02 00:00:00,327,3609,Tour Ops,France,TELFAS,200.949451
2017-06-09 00:00:00,327,3610,Tour Ops,France,TELFAS,193.131472
2017-06-16 00:00:00,327,3611,Tour Ops,France,TELFAS,253.314517
2017-06-23 00:00:00,327,3612,Tour Ops,France,TELFAS,203.97742
2017-06-30 00:00:00,327,3613,Tour Ops,France,TELFAS,204.251135
2017-07-07 00:00:00,327,3614,Tour Ops,France,TELFAS,232.467304
2017-07-14 00:00:00,327,3615,Tour Ops,France,TELFAS,228.763273
2017-07-21 00:00:00,327,3616,Tour Ops,France,TELFAS,222.022294
2017-07-28 00:00:00,327,3617,Tour Ops,France,TELFAS,232.748179
2017-08-04 00:00:00,327,3618,Tour Ops,France,TELFAS,275.29244900000003
2017-08-11 00:00:00,327,3619,Tour Ops,France,TELFAS,412.194257
2017-08-18 00:00:00,327,3620,Tour Ops,France,TELFAS,275.062034
2017-08-25 00:00:00,327,3621,Tour Ops,France,TELFAS,269.992909
2017-09-01 00:00:00,327,3622,Tour Ops,France,TELFAS,230.54339700000003
2017-09-08 00:00:00,327,3623,Tour Ops,France,TELFAS,232.439823
2017-09-15 00:00:00,327,3624,Tour Ops,France,TELFAS,176.586432
2017-09-22 00:00:00,327,3625,Tour Ops,France,TELFAS,933.6797949999999
2017-09-29 00:00:00,327,3626,Tour Ops,France,TELFAS,210.375636
2017-05-05 00:00:00,327,3627,Tour Ops,France,TELFAS,850.6997259999999
2017-05-12 00:00:00,327,3628,Tour Ops,France,TELFAS,839.4868720000001
2017-05-19 00:00:00,327,3629,Tour Ops,France,TELFAS,928.7577759999999
2017-05-26 00:00:00,327,3630,Tour Ops,France,TELFAS,854.7252960000001
2017-06-09 00:00:00,327,3631,Tour Ops,France,TELFAS,878.7871029999999
2017-06-16 00:00:00,327,3632,Tour Ops,France,TELFAS,886.656404
2017-06-23 00:00:00,327,3633,Tour Ops,France,TELFAS,833.9235309999999
2017-06-30 00:00:00,327,3634,Tour Ops,France,TELFAS,900.4961109999999
2017-07-07 00:00:00,327,3635,Tour Ops,France,TELFAS,989.0459060000001
2017-07-14 00:00:00,327,3636,Tour Ops,France,TELFAS,944.2640230000001
2017-07-21 00:00:00,327,3637,Tour Ops,France,TELFAS,933.9418949999999
2017-07-28 00:00:00,327,3638,Tour Ops,France,TELFAS,968.9107349999999
2017-08-04 00:00:00,327,3639,Tour Ops,France,TELFAS,994.930876
2017-08-11 00:00:00,327,3640,Tour Ops,France,TELFAS,783.206313
2017-08-18 00:00:00,327,3641,Tour Ops,France,TELFAS,996.029776
2017-08-25 00:00:00,327,3642,Tour Ops,France,TELFAS,1035.4838710000001
2017-09-01 00:00:00,327,3643,Tour Ops,France,TELFAS,1155.023705
2017-09-08 00:00:00,327,3644,Tour Ops,France,TELFAS,993.134572
2017-09-15 00:00:00,327,3645,Tour Ops,France,TELFAS,941.0375640000001
2017-09-22 00:00:00,327,3646,Tour Ops,France,TELFAS,973.8603199999999
2017-09-29 00:00:00,327,3647,Tour Ops,France,TELFAS,2318.398978
2017-03-02 00:00:00,33,3648,CJ,Italy,EMEAZZ,4146.510020000001
2017-06-13 00:00:00,488,3649,CJ,France,DHOPFG,15519.887094999998
2017-05-12 00:00:00,327,3650,Tour Ops,France,TELFAS,1895.6116129999998
2017-05-19 00:00:00,327,3651,Tour Ops,France,TELFAS,958.0856980000001
2017-05-26 00:00:00,327,3652,Tour Ops,France,TELFAS,1190.4457539999999
2017-06-02 00:00:00,327,3653,Tour Ops,France,TELFAS,535.121036
2017-06-09 00:00:00,327,3654,Tour Ops,France,TELFAS,326.78128599999997
2017-06-16 00:00:00,327,3655,Tour Ops,France,TELFAS,762.63793
2017-06-23 00:00:00,327,3656,Tour Ops,France,TELFAS,2035.4973920000002
2017-06-30 00:00:00,327,3657,Tour Ops,France,TELFAS,2044.649734
2017-07-07 00:00:00,327,3658,Tour Ops,France,TELFAS,2130.6504
2017-07-14 00:00:00,327,3659,Tour Ops,France,TELFAS,2112.814886
2017-07-21 00:00:00,327,3660,Tour Ops,France,TELFAS,2128.666725
2017-07-28 00:00:00,327,3661,Tour Ops,France,TELFAS,2107.759149
2017-08-04 00:00:00,327,3662,Tour Ops,France,TELFAS,2171.357676
2017-08-11 00:00:00,327,3663,Tour Ops,France,TELFAS,2169.354839
2017-08-18 00:00:00,327,3664,Tour Ops,France,TELFAS,2186.61822
2017-08-25 00:00:00,327,3665,Tour Ops,France,TELFAS,2161.1662530000003
2017-09-01 00:00:00,327,3666,Tour Ops,France,TELFAS,2218.189277
2017-09-08 00:00:00,327,3667,Tour Ops,France,TELFAS,2191.128738
2017-09-15 00:00:00,327,3668,Tour Ops,France,TELFAS,2201.996718
2017-09-22 00:00:00,327,3669,Tour Ops,France,TELFAS,2219.356308
2017-09-29 00:00:00,327,3670,Tour Ops,France,TELFAS,2194.155725
2017-06-13 00:00:00,488,3671,CJ,France,DHOPFG,9550.209562
2017-06-07 00:00:00,752,3672,CJ,USA,SMOORE,319093.34520599997
2017-03-08 00:00:00,177,3673,CJ,Italy,SKOSEK,3174.671736
2017-06-13 00:00:00,488,3674,CJ,France,DHOPFG,10905.354546999999
2017-04-21 00:00:00,327,3675,Tour Ops,France,TELFAS,1105.8828640000002
2017-04-28 00:00:00,327,3676,Tour Ops,France,TELFAS,868.650657
2017-04-28 00:00:00,327,3677,Tour Ops,France,TELFAS,878.4813429999999
2017-10-06 00:00:00,573,3678,CJ,Italy,ALONGH,4374.854537
2017-03-07 00:00:00,33,3679,CJ,Italy,SKOSEK,7990.670353
2017-10-14 00:00:00,418,3680,CJ,France,KRIGHI,6414.286995
2017-06-13 00:00:00,488,3681,CJ,France,DHOPFG,3421.435292
2017-06-13 00:00:00,488,3682,CJ,France,DHOPFG,3851.980156
2017-04-15 00:00:00,107,3683,Tour Ops,France,TELFAS,1635.962335
2017-04-22 00:00:00,107,3684,Tour Ops,France,TELFAS,2778.075329
2017-04-29 00:00:00,107,3685,Tour Ops,France,TELFAS,2249.153422
2017-05-06 00:00:00,107,3686,Tour Ops,France,TELFAS,1658.457152
2017-05-13 00:00:00,107,3687,Tour Ops,France,TELFAS,1765.592605
2017-05-20 00:00:00,107,3688,Tour Ops,France,TELFAS,1743.581548
2017-05-27 00:00:00,107,3689,Tour Ops,France,TELFAS,1698.229094
2017-06-03 00:00:00,107,3690,Tour Ops,France,TELFAS,1430.014541
2017-06-10 00:00:00,107,3691,Tour Ops,France,TELFAS,1503.156274
2017-06-17 00:00:00,107,3692,Tour Ops,France,TELFAS,1606.552048
2017-06-24 00:00:00,107,3693,Tour Ops,France,TELFAS,1586.818921
2017-07-01 00:00:00,107,3694,Tour Ops,France,TELFAS,2155.577986
2017-07-08 00:00:00,107,3695,Tour Ops,France,TELFAS,2025.392784
2017-07-15 00:00:00,107,3696,Tour Ops,France,TELFAS,2163.670674
2017-07-22 00:00:00,107,3697,Tour Ops,France,TELFAS,2047.880276
2017-07-29 00:00:00,107,3698,Tour Ops,France,TELFAS,1996.050207
2017-08-05 00:00:00,107,3699,Tour Ops,France,TELFAS,1771.96916
2017-08-12 00:00:00,107,3700,Tour Ops,France,TELFAS,1752.5788719999998
2017-08-19 00:00:00,107,3701,Tour Ops,France,TELFAS,1752.5788719999998
2017-08-26 00:00:00,107,3702,Tour Ops,France,TELFAS,1767.6267269999998
2017-09-02 00:00:00,107,3703,Tour Ops,France,TELFAS,1536.989423
2017-09-09 00:00:00,107,3704,Tour Ops,France,TELFAS,4048.7326759999996
2017-09-16 00:00:00,107,3705,Tour Ops,France,TELFAS,1585.585339
2017-09-23 00:00:00,107,3706,Tour Ops,France,TELFAS,1475.0638210000002
2017-09-30 00:00:00,107,3707,Tour Ops,France,TELFAS,1493.125455
2017-10-07 00:00:00,107,3708,Tour Ops,France,TELFAS,1092.140363
2017-10-08 00:00:00,662,3709,Tour Ops,France,TELFAS,5174.523316
2017-10-08 00:00:00,540,3710,Tour Ops,France,TELFAS,766.001254
2017-10-09 00:00:00,540,3711,Tour Ops,France,TELFAS,1403.26739
2017-05-01 00:00:00,662,3712,Tour Ops,France,TELFAS,498.68693899999994
2017-09-24 00:00:00,793,3713,Tour Ops,Germany,CJUDIC,7227.963165000001
2017-10-01 00:00:00,793,3714,Tour Ops,Germany,CJUDIC,35391.800198000004
2017-04-29 00:00:00,528,3715,CJ,Italy,DROSA,3913.4416060000003
2017-04-15 00:00:00,62,3716,Tour Ops,Austria,BEGGER,2714.236351
2017-04-29 00:00:00,62,3717,Tour Ops,Austria,BEGGER,4218.21009
2017-05-13 00:00:00,62,3718,Tour Ops,Austria,BEGGER,1997.6675879999998
2017-05-27 00:00:00,62,3719,Tour Ops,Austria,BEGGER,6280.234969
2017-06-10 00:00:00,62,3720,Tour Ops,Austria,BEGGER,2285.9464550000002
2017-06-24 00:00:00,62,3721,Tour Ops,Austria,BEGGER,6023.436831
2017-08-19 00:00:00,62,3722,Tour Ops,Austria,BEGGER,3676.444522
2017-09-02 00:00:00,62,3723,Tour Ops,Austria,BEGGER,1905.087531
2017-09-16 00:00:00,62,3724,Tour Ops,Austria,BEGGER,2944.930709
2017-09-30 00:00:00,62,3725,Tour Ops,Austria,BEGGER,2818.654268
2017-10-14 00:00:00,62,3726,Tour Ops,Austria,BEGGER,4496.016472
2017-04-22 00:00:00,62,3727,Tour Ops,Austria,BEGGER,3481.772633
2017-05-06 00:00:00,62,3728,Tour Ops,Austria,BEGGER,2149.706289
2017-05-20 00:00:00,62,3729,Tour Ops,Austria,BEGGER,2328.956462
2017-06-03 00:00:00,62,3730,Tour Ops,Austria,BEGGER,2122.14524
2017-06-17 00:00:00,62,3731,Tour Ops,Austria,BEGGER,2338.978702
2017-07-01 00:00:00,62,3732,Tour Ops,Austria,BEGGER,3914.24559
2017-08-26 00:00:00,62,3733,Tour Ops,Austria,BEGGER,3442.041829
2017-09-09 00:00:00,62,3734,Tour Ops,Austria,BEGGER,1916.9401890000001
2017-09-23 00:00:00,62,3735,Tour Ops,Austria,BEGGER,3686.6338450000003
2017-10-07 00:00:00,62,3736,Tour Ops,Austria,BEGGER,6162.384744
2017-01-31 00:00:00,357,3737,CJ,Italy,DROSA,338.31728300000003
2017-04-02 00:00:00,681,3738,Tour Ops,France,KRIGHI,172.771251
2017-09-21 00:00:00,793,3739,Tour Ops,Germany,CJUDIC,20095.058352
2017-05-26 00:00:00,721,3740,CJ,Italy,EMEAZZ,2685.66863
2017-12-19 00:00:00,8,3741,Tour Ops,United Kingdom,AMURR,1286.91
2018-02-13 00:00:00,8,3742,Tour Ops,United Kingdom,AMURR,1434.38
2018-01-02 00:00:00,8,3743,Tour Ops,United Kingdom,AMURR,2733.16
2018-01-16 00:00:00,8,3744,Tour Ops,United Kingdom,AMURR,2724.51
2018-01-30 00:00:00,8,3745,Tour Ops,United Kingdom,AMURR,2732.43
2017-03-14 00:00:00,823,3746,CJ,United Kingdom,MHOLT,3686.94
2017-07-23 00:00:00,55,3747,Tour Ops,Italy,ALONGH,192.36373400000002
2017-05-12 00:00:00,417,3748,CJ,United Kingdom,DTUGWE,1500.0
2017-05-27 00:00:00,357,3749,Tour Ops,Italy,ABETTO,2339.621527
2017-05-31 00:00:00,752,3750,CJ,USA,SMOORE,62410.157002
2017-06-14 00:00:00,752,3751,CJ,USA,SMOORE,28052.294358999996
2017-06-14 00:00:00,752,3752,CJ,USA,SMOORE,19861.990766
2017-06-12 00:00:00,563,3753,Tour Ops,Italy,ABETTO,2269.189974
2017-04-10 00:00:00,48,3754,CJ,Italy,SKOSEK,4105.6496210000005
2017-06-29 00:00:00,346,3755,CJ,France,DHOPFG,2041.741511
2017-03-09 00:00:00,33,3756,CJ,Italy,CLEGRO,3976.0970979999997
2017-06-19 00:00:00,563,3757,Tour Ops,Italy,ABETTO,2304.790009
2017-06-26 00:00:00,563,3758,Tour Ops,Italy,ABETTO,2408.006159
2017-07-03 00:00:00,563,3759,Tour Ops,Italy,ABETTO,933.195825
2017-07-10 00:00:00,563,3760,Tour Ops,Italy,ABETTO,935.2672699999999
2017-07-17 00:00:00,563,3761,Tour Ops,Italy,ABETTO,1426.911258
2017-07-24 00:00:00,563,3762,Tour Ops,Italy,ABETTO,1375.528831
2017-07-31 00:00:00,563,3763,Tour Ops,Italy,ABETTO,1491.178795
2017-09-04 00:00:00,563,3764,Tour Ops,Italy,ABETTO,1597.766228
2017-08-07 00:00:00,563,3765,Tour Ops,Italy,ABETTO,1413.186812
2017-08-14 00:00:00,563,3766,Tour Ops,Italy,ABETTO,1303.4916699999999
2017-08-21 00:00:00,563,3767,Tour Ops,Italy,ABETTO,1282.382136
2017-08-28 00:00:00,563,3768,Tour Ops,Italy,ABETTO,1373.901098
2017-09-11 00:00:00,563,3769,Tour Ops,Italy,ABETTO,1648.641504
2017-09-18 00:00:00,563,3770,Tour Ops,Italy,ABETTO,1453.3825669999999
2017-09-25 00:00:00,563,3771,Tour Ops,Italy,ABETTO,1515.362874
2017-10-02 00:00:00,563,3772,Tour Ops,Italy,ABETTO,1431.805568
2017-10-09 00:00:00,563,3773,Tour Ops,Italy,ABETTO,1578.426283
2017-10-16 00:00:00,563,3774,Tour Ops,Italy,ABETTO,1658.365411
2017-10-23 00:00:00,563,3775,Tour Ops,Italy,ABETTO,1598.728852
2017-10-30 00:00:00,563,3776,Tour Ops,Italy,ABETTO,1754.8384219999998
2017-06-07 00:00:00,352,3777,CJ,United Kingdom,JCAVAL,222149.13131300002
2017-04-14 00:00:00,327,3778,Tour Ops,France,TELFAS,352.021424
2017-06-19 00:00:00,133,3779,CJ,USA,JSILVA,7914.911399
2017-03-28 00:00:00,396,3780,CJ,Austria,MTRULL,6253.628196
2017-06-14 00:00:00,352,3781,CJ,United Kingdom,JCAVAL,51545.178583
2017-05-12 00:00:00,783,3782,CJ,Germany,MHERTH,3676.814098
2017-04-01 00:00:00,717,3783,CJ,Italy,AALTAM,5005.736005
2017-04-28 00:00:00,753,3784,Tour Ops,Austria,BEGGER,1330.753283
2017-05-05 00:00:00,753,3785,Tour Ops,Austria,BEGGER,752.11645
2017-04-23 00:00:00,540,3786,Tour Ops,France,TELFAS,1737.214928
2017-04-08 00:00:00,412,3787,CJ,Italy,EMEAZZ,1295.784381
2017-03-13 00:00:00,33,3788,CJ,Italy,CLEGRO,6967.933654
2017-06-04 00:00:00,40,3789,Tour Ops,Italy,SKOSEK,14720.845091
2017-04-11 00:00:00,562,3790,Tour Ops,Italy,SKOSEK,2459.856598
2017-05-31 00:00:00,352,3791,CJ,United Kingdom,JCAVAL,41996.526706
2017-05-11 00:00:00,760,3792,CJ,Italy,CLEGRO,10559.882516
2017-06-14 00:00:00,352,3793,CJ,United Kingdom,JCAVAL,19882.273063
2017-06-14 00:00:00,352,3794,CJ,United Kingdom,JCAVAL,14082.602254
2017-04-05 00:00:00,812,3795,CJ,France,KRIGHI,1050.2764339999999
2017-06-22 00:00:00,752,3796,CJ,USA,SMOORE,31065.088292
2017-06-22 00:00:00,752,3797,CJ,USA,SMOORE,61540.02745
2017-06-22 00:00:00,352,3798,CJ,United Kingdom,JCAVAL,39035.929973
2017-06-22 00:00:00,352,3799,CJ,United Kingdom,JCAVAL,21968.912811000002
2017-02-01 00:00:00,49,3800,Tour Ops,United Kingdom,LBARBE,149.47
2017-06-16 00:00:00,14,3801,CJ,Germany,MHERTH,3589.8383380000005
2017-05-02 00:00:00,533,3802,Tour Ops,Austria,BEGGER,2356.651694
2017-03-22 00:00:00,370,3803,CJ,United Kingdom,DTUGWE,2467.01
2017-09-17 00:00:00,385,3804,CJ,Germany,ASEYLE,6882.713349
2017-05-04 00:00:00,396,3805,CJ,Austria,BEGGER,8376.641326
2017-05-16 00:00:00,396,3806,CJ,Austria,BEGGER,14150.224603
2018-06-08 00:00:00,446,3807,CJ,France,KRIGHI,74378.59902000001
2017-04-19 00:00:00,540,3808,Tour Ops,France,TELFAS,871.3718050000001
2017-04-09 00:00:00,512,3809,Tour Ops,France,TELFAS,388.234279
2017-04-19 00:00:00,512,3810,Tour Ops,France,TELFAS,152.332414
2017-04-06 00:00:00,25,3811,CJ,Turkey,CCAG,15271.954815000001
2017-07-04 00:00:00,688,3812,Tour Ops,France,TELFAS,395.57623
2017-05-08 00:00:00,688,3813,Tour Ops,France,TELFAS,4157.066345
2017-05-15 00:00:00,688,3814,Tour Ops,France,TELFAS,2148.272291
2017-05-22 00:00:00,688,3815,Tour Ops,France,TELFAS,2380.390464
2017-05-29 00:00:00,688,3816,Tour Ops,France,TELFAS,3691.741536
2017-03-19 00:00:00,784,3817,CJ,Italy,CLEGRO,8109.666549
2017-06-24 00:00:00,749,3818,Tour Ops,Austria,BEGGER,2383.311949
2017-06-11 00:00:00,85,3819,Tour Ops,Italy,ABETTO,3254.4264780000003
2017-06-18 00:00:00,85,3820,Tour Ops,Italy,ABETTO,2986.126079
2017-06-25 00:00:00,85,3821,Tour Ops,Italy,ABETTO,2838.918824
2017-07-02 00:00:00,85,3822,Tour Ops,Italy,ABETTO,2997.735451
2017-07-09 00:00:00,85,3823,Tour Ops,Italy,ABETTO,2433.4503649999997
2017-07-16 00:00:00,85,3824,Tour Ops,Italy,ABETTO,2660.098307
2017-09-03 00:00:00,85,3825,Tour Ops,Italy,ABETTO,2963.056165
2017-07-23 00:00:00,85,3826,Tour Ops,Italy,ABETTO,2937.145616
2017-07-30 00:00:00,85,3827,Tour Ops,Italy,ABETTO,2932.9412780000002
2017-08-06 00:00:00,85,3828,Tour Ops,Italy,ABETTO,2995.4714649999996
2017-08-13 00:00:00,85,3829,Tour Ops,Italy,ABETTO,2919.2130460000003
2017-08-20 00:00:00,85,3830,Tour Ops,Italy,ABETTO,2934.243178
2017-08-27 00:00:00,85,3831,Tour Ops,Italy,ABETTO,2879.688056
2017-10-04 00:00:00,368,3832,CJ,Germany,ASEYLE,4661.856592
2017-05-12 00:00:00,753,3833,Tour Ops,Austria,BEGGER,667.639947
2017-05-19 00:00:00,753,3834,Tour Ops,Austria,BEGGER,635.038012
2017-05-26 00:00:00,753,3835,Tour Ops,Austria,BEGGER,545.6979980000001
2017-06-02 00:00:00,753,3836,Tour Ops,Austria,BEGGER,2213.942351
2017-04-01 00:00:00,448,3837,CJ,Italy,DROSA,615.454389
2017-03-16 00:00:00,33,3838,CJ,Italy,CLEGRO,5183.1375259999995
2017-10-27 00:00:00,446,3839,Tour Ops,France,KRIGHI,8279.437831000001
2017-09-22 00:00:00,351,3840,CJ,Italy,AALTAM,4807.540120000001
2017-11-18 00:00:00,704,3841,CJ,Germany,SDROBJ,5870.795123
2017-06-18 00:00:00,805,3842,Tour Ops,Italy,ABETTO,623.676333
2017-06-25 00:00:00,805,3843,Tour Ops,Italy,ABETTO,966.940383
2017-07-02 00:00:00,805,3844,Tour Ops,Italy,ABETTO,1094.294743
